,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
7412,NPKJ.J,0.001,2002-12-31T00:00:00Z,5001445949,
7413,NPKJ.J,0.001,2002-12-31T00:00:00Z,5000313307,
7414,NPKJ.J,0.0,2001-12-31T00:00:00Z,5001196246,
7415,NPKJ.J,0.0,2001-12-31T00:00:00Z,5001446208,
7416,NPKJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
7417,NPKJ.J,0.0,2001-12-31T00:00:00Z,4297714591,
7418,NPKJ.J,0.0,2002-09-29T00:00:00Z,5036882646,
7419,NPKJ.J,0.0,2002-12-31T00:00:00Z,,
7420,NPKJ.J,0.0,2002-12-31T00:00:00Z,5000064072,
7421,NPKJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
7422,NPKJ.J,,,,
7423,NPKJ.J,,,,
7424,NPKJ.J,,,,
7425,NPKJ.J,,,,
7426,NPKJ.J,,,,
7427,NPKJ.J,39.3531,2001-12-31T00:00:00Z,4297902883,
7428,NPKJ.J,7.4719,2000-09-30T00:00:00Z,5055412417,
7429,NPKJ.J,1.9975,2001-12-31T00:00:00Z,5055415861,
7430,NPKJ.J,0.5212,2001-12-31T00:00:00Z,4298459126,
7431,NPKJ.J,0.3775,2001-12-31T00:00:00Z,,
7432,NPKJ.J,0.2891,2001-09-30T00:00:00Z,48471687286,
7433,NPKJ.J,0.2508,2001-12-31T00:00:00Z,4296293277,
7434,NPKJ.J,0.0977,2001-12-31T00:00:00Z,,
7435,NPKJ.J,0.0199,2001-12-31T00:00:00Z,4298409344,
7436,NPKJ.J,0.0179,2001-06-30T00:00:00Z,5001445949,
7437,NPKJ.J,0.0162,2001-06-30T00:00:00Z,,
7438,NPKJ.J,0.013,2001-12-31T00:00:00Z,,
7439,NPKJ.J,0.0015,2001-12-31T00:00:00Z,,
7440,NPKJ.J,0.0009,2001-12-31T00:00:00Z,,
7441,NPKJ.J,0.0,2001-12-31T00:00:00Z,5001196246,
7442,NPKJ.J,0.0,2001-12-31T00:00:00Z,5001446208,
7443,NPKJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
7444,NPKJ.J,0.0,2001-12-31T00:00:00Z,4297714591,
7445,NPKJ.J,0.0,2001-12-31T00:00:00Z,4297369644,
7446,NPKJ.J,0.0,2001-06-30T00:00:00Z,5000313307,
7447,NPKJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
7448,NPKJ.J,,,,
7449,NPKJ.J,,,,
7450,NPKJ.J,,,,
7451,NPKJ.J,,,,
7452,NPKJ.J,,,,
7453,NPKJ.J,,,,
7454,NPKJ.J,,,,
7455,NPKJ.J,,,,
7456,NPKJ.J,,,,
7457,NPKJ.J,,,,
7458,NPKJ.J,,,,
7459,NPKJ.J,,,,
7460,NPKJ.J,,,,
7461,NPKJ.J,,,,
7462,NPKJ.J,,,,
7463,NPKJ.J,,,,
7464,NPKJ.J,,,,
7465,NPKJ.J,,,,
7466,NPKJ.J,,,,
7467,NPKJ.J,,,,
7468,NPKJ.J,,,,
7469,NPKJ.J,,,,
7470,NPKJ.J,,,,
7471,NPKJ.J,,,,
7472,NPKJ.J,,,,
7473,NPKJ.J,,,,
7474,NPKJ.J,59.4519,1999-09-30T00:00:00Z,,
7475,NPKJ.J,35.8704,2000-12-31T00:00:00Z,5000854298,
7476,NPKJ.J,16.7902,2000-12-31T00:00:00Z,4297902883,
7477,NPKJ.J,7.4719,2000-09-30T00:00:00Z,5055412417,
7478,NPKJ.J,2.7395,2000-12-31T00:00:00Z,,
7479,NPKJ.J,0.79,2000-12-31T00:00:00Z,5001446208,
7480,NPKJ.J,0.6765,2000-12-31T00:00:00Z,4296555936,
7481,NPKJ.J,0.3549,2000-09-30T00:00:00Z,48471687286,
7482,NPKJ.J,0.0825,2000-12-31T00:00:00Z,,
7483,NPKJ.J,0.0207,2000-12-31T00:00:00Z,,
7484,NPKJ.J,0.0165,2000-12-31T00:00:00Z,,
7485,NPKJ.J,0.0153,2000-12-31T00:00:00Z,,
7486,NPKJ.J,0.0038,2000-12-31T00:00:00Z,,
7487,NPKJ.J,0.0022,2000-12-31T00:00:00Z,5000313307,
7488,NPKJ.J,0.001,2000-12-31T00:00:00Z,4298409344,
7489,NPKJ.J,0.0,1999-08-31T00:00:00Z,5001196246,
7490,NPKJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
7491,NPKJ.J,,,,
7492,NPKJ.J,,,,
7493,NPKJ.J,,,,
7494,NPKJ.J,,,,
7495,NPKJ.J,,,,
7496,NPKJ.J,,,,
7497,NPKJ.J,,,,
7498,NPKJ.J,,,,
7499,NPKJ.J,,,,
7500,NPKJ.J,,,,
7501,NPKJ.J,,,,
7502,NPKJ.J,,,,
7503,NPKJ.J,,,,
7504,NPKJ.J,,,,
7505,NPKJ.J,,,,
7506,NPKJ.J,,,,
7507,NPKJ.J,,,,
7508,NPKJ.J,,,,
7509,NPKJ.J,,,,
7510,NPKJ.J,,,,
7511,NPKJ.J,,,,
7512,NPKJ.J,,,,
7513,NPKJ.J,,,,
7514,NPKJ.J,,,,
7515,NPKJ.J,,,,
7516,NPKJ.J,,,,
7517,NPKJ.J,,,,
7518,NPKJ.J,,,,
7519,NPKJ.J,,,,
7520,NPKJ.J,,,,
7521,NPNJn.J,5.7268,2002-12-27T00:00:00Z,4297369644,South Africa
7522,NPNJn.J,2.4421,2002-12-31T00:00:00Z,4298459126,
7523,NPNJn.J,2.3,2002-12-27T00:00:00Z,5055415861,
7524,NPNJn.J,1.99,2002-12-27T00:00:00Z,48471689404,
7525,NPNJn.J,0.4755,2002-12-27T00:00:00Z,,
7526,NPNJn.J,0.36,2001-09-30T00:00:00Z,,
7527,NPNJn.J,0.1684,2002-12-31T00:00:00Z,,
7528,NPNJn.J,0.0836,2002-12-31T00:00:00Z,4296293277,
7529,NPNJn.J,0.02,2002-12-31T00:00:00Z,,
7530,NPNJn.J,0.0202,2001-06-30T00:00:00Z,5001449682,
7531,NPNJn.J,0.0031,2002-12-31T00:00:00Z,5001196565,
7532,NPNJn.J,0.0017,2002-12-31T00:00:00Z,5000749182,
7533,NPNJn.J,0.0013,2002-12-31T00:00:00Z,,
7534,NPNJn.J,0.0005,2002-12-31T00:00:00Z,5000313307,
7535,NPNJn.J,0.0004,2002-12-31T00:00:00Z,5001445949,
7536,NPNJn.J,0.0,2002-12-29T00:00:00Z,,
7537,NPNJn.J,0.0,2001-10-02T00:00:00Z,5001196246,
7538,NPNJn.J,0.0,2002-09-29T00:00:00Z,,
7539,NPNJn.J,0.0,2001-10-02T00:00:00Z,5000854298,
7540,NPNJn.J,0.0,2002-06-30T00:00:00Z,5055410061,
7541,NPNJn.J,0.0,2001-09-30T00:00:00Z,4297636693,
7542,NPNJn.J,0.0,2002-12-29T00:00:00Z,,
7543,NPNJn.J,0.0,2001-10-02T00:00:00Z,4297714591,
7544,NPNJn.J,0.0,2002-06-30T00:00:00Z,5055410014,
7545,NPNJn.J,0.0,2001-10-02T00:00:00Z,4297902883,
7546,NPNJn.J,0.0,2001-10-02T00:00:00Z,5043343869,
7547,NPNJn.J,0.0,2002-03-31T00:00:00Z,,
7548,NPNJn.J,0.0,2001-10-02T00:00:00Z,,
7549,NPNJn.J,0.0,2002-06-30T00:00:00Z,4298409344,
7550,NPNJn.J,0.0,2002-03-31T00:00:00Z,,
7551,NPNJn.J,0.0,2001-09-30T00:00:00Z,5000064072,
7552,NPNJn.J,,,,
7553,NPNJn.J,,,,
7554,NPNJn.J,,,,
7555,NPNJn.J,,,,
7556,NPNJn.J,,,,
7557,NPNJn.J,6.5175,2001-09-30T00:00:00Z,4297369644,
7558,NPNJn.J,0.36,2001-09-30T00:00:00Z,,
7559,NPNJn.J,0.0504,2001-12-31T00:00:00Z,,
7560,NPNJn.J,0.0202,2001-06-30T00:00:00Z,5001449682,
7561,NPNJn.J,0.02,2001-06-30T00:00:00Z,,
7562,NPNJn.J,0.0075,2001-12-31T00:00:00Z,,
7563,NPNJn.J,0.0024,2001-12-31T00:00:00Z,,
7564,NPNJn.J,0.0015,2001-12-31T00:00:00Z,,
7565,NPNJn.J,0.0004,2001-12-31T00:00:00Z,,
7566,NPNJn.J,0.0,2001-10-02T00:00:00Z,,
7567,NPNJn.J,0.0,2001-10-02T00:00:00Z,5001196246,
7568,NPNJn.J,0.0,2001-10-02T00:00:00Z,5000854298,
7569,NPNJn.J,0.0,2001-09-30T00:00:00Z,4297636693,
7570,NPNJn.J,0.0,2001-10-02T00:00:00Z,4297714591,
7571,NPNJn.J,0.0,2001-10-02T00:00:00Z,4297902883,
7572,NPNJn.J,0.0,2001-10-02T00:00:00Z,5043343869,
7573,NPNJn.J,0.0,2001-09-30T00:00:00Z,5000313307,
7574,NPNJn.J,0.0,2001-10-02T00:00:00Z,,
7575,NPNJn.J,0.0,2001-10-02T00:00:00Z,4298409344,
7576,NPNJn.J,0.0,2001-09-30T00:00:00Z,5000064072,
7577,NPNJn.J,0.0,2000-12-31T00:00:00Z,5000036827,
7578,NPNJn.J,0.0,2000-09-30T00:00:00Z,5000051932,
7579,NPNJn.J,,,,
7580,NPNJn.J,,,,
7581,NPNJn.J,,,,
7582,NPNJn.J,,,,
7583,NPNJn.J,,,,
7584,NPNJn.J,,,,
7585,NPNJn.J,,,,
7586,NPNJn.J,,,,
7587,NPNJn.J,,,,
7588,NPNJn.J,,,,
7589,NPNJn.J,,,,
7590,NPNJn.J,,,,
7591,NPNJn.J,,,,
7592,NPNJn.J,,,,
7593,NPNJn.J,35.16,2000-12-31T00:00:00Z,5000854298,
7594,NPNJn.J,11.25,2000-12-31T00:00:00Z,4297902883,
7595,NPNJn.J,1.15,2000-12-31T00:00:00Z,4297636693,
7596,NPNJn.J,0.75,2000-12-31T00:00:00Z,,
7597,NPNJn.J,0.28,2000-12-31T00:00:00Z,4298409344,
7598,NPNJn.J,0.1445,2000-12-31T00:00:00Z,,
7599,NPNJn.J,0.0822,2000-09-30T00:00:00Z,,
7600,NPNJn.J,0.04,2000-12-31T00:00:00Z,,
7601,NPNJn.J,0.0293,2000-12-31T00:00:00Z,,
7602,NPNJn.J,0.0066,2000-12-31T00:00:00Z,5000313307,
7603,NPNJn.J,0.0049,2000-12-31T00:00:00Z,,
7604,NPNJn.J,0.0,2000-03-31T00:00:00Z,,
7605,NPNJn.J,0.0,2000-12-31T00:00:00Z,5000036827,
7606,NPNJn.J,0.0,2000-09-30T00:00:00Z,5000051932,
7607,NPNJn.J,0.0,1999-03-31T00:00:00Z,,
7608,NPNJn.J,,,,
7609,NPNJn.J,,,,
7610,NPNJn.J,,,,
7611,NPNJn.J,,,,
7612,NPNJn.J,,,,
7613,NPNJn.J,,,,
7614,NPNJn.J,,,,
7615,NPNJn.J,,,,
7616,NPNJn.J,,,,
7617,NPNJn.J,,,,
7618,NPNJn.J,,,,
7619,NPNJn.J,,,,
7620,NPNJn.J,,,,
7621,NPNJn.J,,,,
7622,NPNJn.J,,,,
7623,NPNJn.J,,,,
7624,NPNJn.J,,,,
7625,NPNJn.J,,,,
7626,NPNJn.J,,,,
7627,NPNJn.J,,,,
7628,NPNJn.J,,,,
7629,NRDJ.J^D14,,,,
7630,NTCJ.J,11.6883,2002-12-27T00:00:00Z,4297369644,South Africa
7631,NTCJ.J,10.73,2002-12-27T00:00:00Z,5055412002,
7632,NTCJ.J,3.81,2002-12-27T00:00:00Z,34414034225,
7633,NTCJ.J,0.86,2002-12-31T00:00:00Z,,
7634,NTCJ.J,0.68,2002-12-27T00:00:00Z,34413407318,
7635,NTCJ.J,0.61,2002-12-27T00:00:00Z,,
7636,NTCJ.J,0.43,2002-12-31T00:00:00Z,4296293277,
7637,NTCJ.J,0.26,2001-09-30T00:00:00Z,,
7638,NTCJ.J,0.07,2002-12-31T00:00:00Z,4298409344,
7639,NTCJ.J,0.06,2002-12-31T00:00:00Z,5001196700,
7640,NTCJ.J,0.0441,2002-12-31T00:00:00Z,5001196565,
7641,NTCJ.J,0.03,2002-12-31T00:00:00Z,,
7642,NTCJ.J,0.0092,2002-12-31T00:00:00Z,5000749182,
7643,NTCJ.J,0.0012,2002-12-31T00:00:00Z,5000313307,
7644,NTCJ.J,0.0,2002-03-24T00:00:00Z,,
7645,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7646,NTCJ.J,0.0,2002-03-24T00:00:00Z,,
7647,NTCJ.J,0.0,2001-05-31T00:00:00Z,5001446537,
7648,NTCJ.J,0.0,2001-08-02T00:00:00Z,5000854298,
7649,NTCJ.J,0.0,2002-06-28T00:00:00Z,5043343353,
7650,NTCJ.J,0.0,2002-03-24T00:00:00Z,5055419684,
7651,NTCJ.J,0.0,2002-03-24T00:00:00Z,5055408658,
7652,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7653,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7654,NTCJ.J,0.0,2001-08-02T00:00:00Z,4297902883,
7655,NTCJ.J,0.0,2001-08-02T00:00:00Z,5055419078,
7656,NTCJ.J,0.0,2002-12-31T00:00:00Z,,
7657,NTCJ.J,,,,
7658,NTCJ.J,,,,
7659,NTCJ.J,6.76,2001-12-31T00:00:00Z,,
7660,NTCJ.J,4.72,2001-12-31T00:00:00Z,34414034225,
7661,NTCJ.J,1.52,2001-12-31T00:00:00Z,5055408658,
7662,NTCJ.J,1.05,2001-12-31T00:00:00Z,,
7663,NTCJ.J,0.95,2001-12-31T00:00:00Z,,
7664,NTCJ.J,0.91,2001-12-31T00:00:00Z,5055419684,
7665,NTCJ.J,0.76,2001-12-31T00:00:00Z,,
7666,NTCJ.J,0.48,2001-12-31T00:00:00Z,4296293277,
7667,NTCJ.J,0.26,2001-09-30T00:00:00Z,,
7668,NTCJ.J,0.09,2001-12-31T00:00:00Z,,
7669,NTCJ.J,0.05,2001-12-31T00:00:00Z,4298409344,
7670,NTCJ.J,0.03,2001-06-30T00:00:00Z,,
7671,NTCJ.J,0.0004,2001-12-31T00:00:00Z,,
7672,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7673,NTCJ.J,0.0,2001-05-31T00:00:00Z,5001446537,
7674,NTCJ.J,0.0,2001-08-02T00:00:00Z,5000854298,
7675,NTCJ.J,0.0,2001-07-31T00:00:00Z,5055412002,
7676,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7677,NTCJ.J,0.0,2001-08-02T00:00:00Z,,
7678,NTCJ.J,0.0,2001-08-02T00:00:00Z,4297902883,
7679,NTCJ.J,0.0,2001-08-02T00:00:00Z,5055419078,
7680,NTCJ.J,0.0,2001-09-30T00:00:00Z,5000313307,
7681,NTCJ.J,,,,
7682,NTCJ.J,,,,
7683,NTCJ.J,,,,
7684,NTCJ.J,,,,
7685,NTCJ.J,,,,
7686,NTCJ.J,,,,
7687,NTCJ.J,,,,
7688,NTCJ.J,33.73,2000-12-31T00:00:00Z,5000854298,
7689,NTCJ.J,7.67,2000-12-31T00:00:00Z,4297902883,
7690,NTCJ.J,3.86,2000-12-31T00:00:00Z,5055412002,
7691,NTCJ.J,3.26,2000-12-31T00:00:00Z,34414034225,
7692,NTCJ.J,2.19,2000-12-31T00:00:00Z,,
7693,NTCJ.J,1.0,2000-12-31T00:00:00Z,4296293277,
7694,NTCJ.J,0.84,2000-12-31T00:00:00Z,,
7695,NTCJ.J,0.81,2000-12-31T00:00:00Z,,
7696,NTCJ.J,0.73,2000-12-31T00:00:00Z,,
7697,NTCJ.J,0.67,2000-12-31T00:00:00Z,,
7698,NTCJ.J,0.6621,2000-12-31T00:00:00Z,5001446537,
7699,NTCJ.J,0.09,2000-12-31T00:00:00Z,4298409344,
7700,NTCJ.J,0.05,2000-12-31T00:00:00Z,,
7701,NTCJ.J,0.0205,2000-12-31T00:00:00Z,5000313307,
7702,NTCJ.J,0.0004,2000-12-31T00:00:00Z,,
7703,NTCJ.J,0.0,1999-03-31T00:00:00Z,5000128439,
7704,NTCJ.J,,,,
7705,NTCJ.J,,,,
7706,NTCJ.J,,,,
7707,NTCJ.J,,,,
7708,NTCJ.J,,,,
7709,NTCJ.J,,,,
7710,NTCJ.J,,,,
7711,NTCJ.J,,,,
7712,NTCJ.J,,,,
7713,NTCJ.J,,,,
7714,NTCJ.J,,,,
7715,NTCJ.J,,,,
7716,NTCJ.J,,,,
7717,NTS.ZI,,,,Zimbabwe
7718,NWLJ.J,0.85,2002-12-31T00:00:00Z,,South Africa
7719,NWLJ.J,0.53,2002-12-27T00:00:00Z,4295889250,
7720,NWLJ.J,0.49,2002-12-31T00:00:00Z,5001196565,
7721,NWLJ.J,0.0046,2002-12-31T00:00:00Z,,
7722,NWLJ.J,0.0,2002-09-29T00:00:00Z,4297021561,
7723,NWLJ.J,0.0,2001-09-02T00:00:00Z,5000854298,
7724,NWLJ.J,0.0,2002-09-29T00:00:00Z,,
7725,NWLJ.J,0.0,2002-06-28T00:00:00Z,5055407557,
7726,NWLJ.J,0.0,2002-06-28T00:00:00Z,5036882646,
7727,NWLJ.J,0.0,2002-06-28T00:00:00Z,5001449686,
7728,NWLJ.J,0.0,2001-09-02T00:00:00Z,4297902883,
7729,NWLJ.J,,,,
7730,NWLJ.J,,,,
7731,NWLJ.J,1.91,2001-12-31T00:00:00Z,,
7732,NWLJ.J,0.14,2001-12-31T00:00:00Z,,
7733,NWLJ.J,0.0032,2001-12-31T00:00:00Z,,
7734,NWLJ.J,0.0,2001-09-02T00:00:00Z,4297021561,
7735,NWLJ.J,0.0,2001-09-02T00:00:00Z,5000854298,
7736,NWLJ.J,0.0,2001-09-02T00:00:00Z,4297902883,
7737,NWLJ.J,,,,
7738,NWLJ.J,,,,
7739,NWLJ.J,,,,
7740,NWLJ.J,,,,
7741,NWLJ.J,,,,
7742,NWLJ.J,,,,
7743,NWLJ.J,,,,
7744,NWLJ.J,14.51,2000-09-30T00:00:00Z,5000854298,
7745,NWLJ.J,14.03,2000-09-30T00:00:00Z,4297902883,
7746,NWLJ.J,3.61,2000-09-30T00:00:00Z,4297021561,
7747,NWLJ.J,1.15,2000-12-31T00:00:00Z,,
7748,NWLJ.J,0.07,2000-12-31T00:00:00Z,,
7749,NWLJ.J,0.0,1999-12-31T00:00:00Z,,
7750,NWLJ.J,,,,
7751,NWLJ.J,,,,
7752,NWLJ.J,,,,
7753,NWLJ.J,,,,
7754,NWLJ.J,,,,
7755,NWLJ.J,,,,
7756,NWLJ.J,,,,
7757,OASJ.J,,,,South Africa
7758,OKZ.ZI,,,,Zimbabwe
7759,OKOMUOI.LG,,,,Luxembourg
7760,OLGJ.J,44.9536,2002-12-27T00:00:00Z,,South Africa
7761,OLGJ.J,1.4584,2002-12-27T00:00:00Z,4295888428,
7762,OLGJ.J,0.3547,2002-12-27T00:00:00Z,,
7763,OLGJ.J,0.1478,2002-12-27T00:00:00Z,,
7764,OLGJ.J,0.138,2002-12-27T00:00:00Z,,
7765,OLGJ.J,0.138,2002-12-27T00:00:00Z,5055415794,
7766,OLGJ.J,0.1182,2002-12-27T00:00:00Z,,
7767,OLGJ.J,0.1084,2002-12-27T00:00:00Z,,
7768,OLGJ.J,0.1084,2002-12-27T00:00:00Z,,
7769,OLGJ.J,0.1084,2002-12-27T00:00:00Z,,
7770,OLGJ.J,0.069,2002-12-27T00:00:00Z,,
7771,OLGJ.J,0.0591,2002-12-27T00:00:00Z,,
7772,OLGJ.J,0.0591,2002-12-27T00:00:00Z,,
7773,OLGJ.J,0.0493,2002-12-27T00:00:00Z,5055418665,
7774,OLGJ.J,0.0493,2002-12-27T00:00:00Z,5055415882,
7775,OLGJ.J,0.0394,2002-12-27T00:00:00Z,,
7776,OLGJ.J,0.0394,2002-12-27T00:00:00Z,,
7777,OLGJ.J,0.0,2002-09-29T00:00:00Z,,
7778,OLGJ.J,0.0,2002-12-29T00:00:00Z,,
7779,OLGJ.J,0.0,2002-06-28T00:00:00Z,34413351258,
7780,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7781,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7782,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7783,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7784,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7785,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7786,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7787,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7788,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7789,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7790,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7791,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7792,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7793,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7794,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7795,OLGJ.J,0.0,2002-06-28T00:00:00Z,,
7796,OLGJ.J,0.0,2002-12-29T00:00:00Z,5055409964,
7797,OLGJ.J,0.0,2001-05-02T00:00:00Z,5000854298,
7798,OLGJ.J,0.0,2001-05-02T00:00:00Z,4297636693,
7799,OLGJ.J,0.0,2002-09-29T00:00:00Z,5055414341,
7800,OLGJ.J,0.0,2002-09-29T00:00:00Z,,
7801,OLGJ.J,,,,
7802,OLGJ.J,,,,
7803,OLGJ.J,,,,
7804,OLGJ.J,,,,
7805,OLGJ.J,,,,
7806,OLGJ.J,,,,
7807,OLGJ.J,55.1,2001-12-31T00:00:00Z,,
7808,OLGJ.J,4.92,2001-12-31T00:00:00Z,34413351258,
7809,OLGJ.J,1.91,2001-12-31T00:00:00Z,,
7810,OLGJ.J,1.91,2001-12-31T00:00:00Z,,
7811,OLGJ.J,1.83,2001-12-31T00:00:00Z,,
7812,OLGJ.J,0.87,2001-12-31T00:00:00Z,,
7813,OLGJ.J,0.61,2001-12-31T00:00:00Z,,
7814,OLGJ.J,0.36,2001-12-31T00:00:00Z,,
7815,OLGJ.J,0.25,2001-12-31T00:00:00Z,,
7816,OLGJ.J,0.21,2001-12-31T00:00:00Z,,
7817,OLGJ.J,0.18,2001-12-31T00:00:00Z,,
7818,OLGJ.J,0.18,2001-12-31T00:00:00Z,,
7819,OLGJ.J,0.12,2001-12-31T00:00:00Z,,
7820,OLGJ.J,0.08,2001-12-31T00:00:00Z,,
7821,OLGJ.J,0.07,2001-12-31T00:00:00Z,,
7822,OLGJ.J,0.07,2001-12-31T00:00:00Z,,
7823,OLGJ.J,0.06,2001-12-31T00:00:00Z,,
7824,OLGJ.J,0.05,2001-12-31T00:00:00Z,,
7825,OLGJ.J,0.05,2001-12-31T00:00:00Z,,
7826,OLGJ.J,0.0,2000-05-31T00:00:00Z,,
7827,OLGJ.J,0.0,2001-05-02T00:00:00Z,5000854298,
7828,OLGJ.J,0.0,2001-05-02T00:00:00Z,4297636693,
7829,OLGJ.J,0.0,2001-05-02T00:00:00Z,,
7830,OLGJ.J,0.0,2000-09-30T00:00:00Z,,
7831,OLGJ.J,0.0,2000-05-31T00:00:00Z,5001447542,
7832,OLGJ.J,,,,
7833,OLGJ.J,,,,
7834,OLGJ.J,,,,
7835,OLGJ.J,,,,
7836,OLGJ.J,,,,
7837,OLGJ.J,,,,
7838,OLGJ.J,,,,
7839,OLGJ.J,,,,
7840,OLGJ.J,,,,
7841,OLGJ.J,,,,
7842,OLGJ.J,,,,
7843,OLGJ.J,,,,
7844,OLGJ.J,,,,
7845,OLGJ.J,,,,
7846,OLGJ.J,,,,
7847,OLGJ.J,,,,
7848,OLGJ.J,,,,
7849,OLGJ.J,,,,
7850,OLGJ.J,,,,
7851,OLGJ.J,,,,
7852,OLGJ.J,,,,
7853,OLGJ.J,,,,
7854,OLGJ.J,6.49,2000-09-30T00:00:00Z,,
7855,OLGJ.J,1.1681,2000-09-30T00:00:00Z,5000854298,
7856,OLGJ.J,0.0,2000-05-31T00:00:00Z,,
7857,OLGJ.J,0.0,1999-07-31T00:00:00Z,,
7858,OLGJ.J,0.0,2000-09-30T00:00:00Z,,
7859,OLGJ.J,0.0,1999-07-31T00:00:00Z,,
7860,OLGJ.J,0.0,1999-07-31T00:00:00Z,4297902883,
7861,OLGJ.J,0.0,2000-09-30T00:00:00Z,,
7862,OLGJ.J,0.0,2000-05-31T00:00:00Z,5001447542,
7863,OLGJ.J,,,,
7864,OLGJ.J,,,,
7865,OLGJ.J,,,,
7866,OLGJ.J,,,,
7867,OLGJ.J,,,,
7868,OLGJ.J,,,,
7869,OLGJ.J,,,,
7870,OLGJ.J,,,,
7871,OLGJ.J,,,,
7872,OLGJ.J,,,,
7873,OLGJ.J,,,,
7874,OLGJ.J,,,,
7875,OLGJ.J,,,,
7876,OLGJ.J,,,,
7877,OLGJ.J,,,,
7878,OLGJ.J,,,,
7879,OLGJ.J,,,,
7880,OLGJ.J,,,,
7881,OLGJ.J,,,,
7882,OLGJ.J,,,,
7883,OLGJ.J,,,,
7884,OLGJ.J,,,,
7885,OLGJ.J,,,,
7886,OLGJ.J,,,,
7887,OLGJ.J,,,,
7888,OLGJ.J,,,,
7889,OLGJ.J,,,,
7890,OLGJ.J,,,,
7891,OLGJ.J,,,,
7892,OLGJ.J,,,,
7893,OLGJ.J,,,,
7894,OLGJ.J,,,,
7895,OLGJ.J,,,,
7896,OLGJ.J,,,,
7897,OLGJ.J,,,,
7898,OLGJ.J,,,,
7899,OLGJ.J,,,,
7900,OLGJ.J,,,,
7901,OMUJ.J,8.0176,2002-02-25T00:00:00Z,5000001140,South Africa
7902,OMUJ.J,4.3257,2001-08-02T00:00:00Z,,
7903,OMUJ.J,4.0444,2001-06-01T00:00:00Z,,
7904,OMUJ.J,0.4227,2002-12-17T00:00:00Z,5000001345,
7905,OMUJ.J,0.3375,2002-12-13T00:00:00Z,5000064072,
7906,OMUJ.J,0.3177,2002-12-17T00:00:00Z,5001447216,
7907,OMUJ.J,0.2987,2002-11-06T00:00:00Z,5000036827,
7908,OMUJ.J,0.2236,2002-12-17T00:00:00Z,4296080922,
7909,OMUJ.J,0.1625,2002-12-17T00:00:00Z,5000714988,
7910,OMUJ.J,0.1278,2002-12-17T00:00:00Z,5001448843,
7911,OMUJ.J,0.1266,2002-12-31T00:00:00Z,5000073697,
7912,OMUJ.J,0.11,2002-12-31T00:00:00Z,,
7913,OMUJ.J,0.1084,2002-12-31T00:00:00Z,4296618041,
7914,OMUJ.J,0.0925,2002-12-17T00:00:00Z,5000030491,
7915,OMUJ.J,0.0904,2002-03-08T00:00:00Z,5035522248,
7916,OMUJ.J,0.0898,2001-06-01T00:00:00Z,34419999653,
7917,OMUJ.J,0.0803,2002-12-31T00:00:00Z,,
7918,OMUJ.J,0.0793,2002-12-17T00:00:00Z,4297877230,
7919,OMUJ.J,0.081,2001-08-02T00:00:00Z,34419992957,
7920,OMUJ.J,0.0791,2001-04-02T00:00:00Z,4297369644,
7921,OMUJ.J,0.0663,2002-12-31T00:00:00Z,,
7922,OMUJ.J,0.064,2001-05-09T00:00:00Z,5001446948,
7923,OMUJ.J,0.0638,2001-10-05T00:00:00Z,5000173566,
7924,OMUJ.J,0.0613,2001-10-05T00:00:00Z,,
7925,OMUJ.J,0.0423,2002-12-17T00:00:00Z,5055409688,
7926,OMUJ.J,0.0409,2002-12-17T00:00:00Z,5035517679,
7927,OMUJ.J,0.0395,2002-12-31T00:00:00Z,,
7928,OMUJ.J,0.0376,2002-12-17T00:00:00Z,48471682706,
7929,OMUJ.J,0.0361,2002-12-31T00:00:00Z,,
7930,OMUJ.J,0.0334,2002-12-17T00:00:00Z,5001448833,
7931,OMUJ.J,0.0321,2002-12-17T00:00:00Z,,
7932,OMUJ.J,0.0316,2002-12-31T00:00:00Z,5000026028,
7933,OMUJ.J,0.0329,2001-06-01T00:00:00Z,34424787589,
