,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
2176,MULTIVE.LG,,,,Nigeria
2177,FNBT40J.J,,,,
2178,ZGOVIJ.J^A14,,,,
2179,ZNCO.LZ,,,,Netherlands
2180,ABBEYBD.LG,,,,Nigeria
2181,NEWFSAJ.J^L19,,,,
2182,EELJ.J,16.7,1998-08-05T00:00:00Z,5035500422,South Africa
2183,EELJ.J,12.52,1998-08-05T00:00:00Z,5043432367,
2184,EELJ.J,4.18,1998-08-05T00:00:00Z,,
2185,EELJ.J,0.0,1998-08-05T00:00:00Z,,
2186,EELJ.J,0.0,1998-08-05T00:00:00Z,5055410695,
2187,EELJ.J,0.0,1998-08-05T00:00:00Z,5055412187,
2188,EELJ.J,,,,
2189,EELJ.J,,,,
2190,EELJ.J,,,,
2191,EELJ.J,,,,
2192,EELJ.J,,,,
2193,EELJ.J,,,,
2194,AHLJ.J,,,,South Africa
2195,ASCE.MZ,,,,
2196,UTB.GH,,,,Ghana
2197,IHS.LG,,,,United Kingdom
2198,SFNJ.J,14.12,1998-08-03T00:00:00Z,4297902883,South Africa
2199,SFNJ.J,10.15,1998-08-03T00:00:00Z,5000854298,
2200,SFNJ.J,7.38,1998-08-03T00:00:00Z,5035507834,
2201,SFNJ.J,2.05,1998-08-03T00:00:00Z,48471680238,
2202,SFNJ.J,0.85,1998-12-31T00:00:00Z,,
2203,SFNJ.J,11.0,1997-01-31T00:00:00Z,5035507834,
2204,SFNJ.J,2.79,1997-01-31T00:00:00Z,48471680238,
2205,SFNJ.J,2.33,1997-12-31T00:00:00Z,,
2206,SFNJ.J,,,,
2207,SFNJ.J,,,,
2208,SURJ.J,,,,South Africa
2209,WEZJ.J,,,,South Africa
2210,ARTJ.J,63.32,1998-08-03T00:00:00Z,4295888573,South Africa
2211,ARTJ.J,6.77,1998-08-03T00:00:00Z,5000854298,
2212,ARTJ.J,1.44,1998-08-03T00:00:00Z,,
2213,ARTJ.J,61.3,1997-01-31T00:00:00Z,4295888573,
2214,ARTJ.J,,,,
2215,ARTJ.J,,,,
2216,AVVJ.J,,,,South Africa
2217,GMLJ.J,,,,Guernsey
2218,TREJ.J,47.36,1998-08-03T00:00:00Z,4295888975,South Africa
2219,TREJ.J,12.39,1998-08-03T00:00:00Z,5000854298,
2220,TREJ.J,8.53,1998-08-03T00:00:00Z,4298106595,
2221,TREJ.J,1.4216,1998-06-30T00:00:00Z,,
2222,TREJ.J,0.0019,1998-12-31T00:00:00Z,,
2223,TREJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2224,TREJ.J,47.8627,1997-01-31T00:00:00Z,4295888975,
2225,TREJ.J,0.2864,1997-03-31T00:00:00Z,5000001140,
2226,TREJ.J,0.0032,1997-12-31T00:00:00Z,,
2227,TREJ.J,0.0018,1997-12-31T00:00:00Z,,
2228,TREJ.J,,,,
2229,TREJ.J,,,,
2230,OCEJ.J,50.3675,1998-08-03T00:00:00Z,,South Africa
2231,OCEJ.J,7.7144,1998-08-03T00:00:00Z,5000854298,
2232,OCEJ.J,4.2673,1998-06-30T00:00:00Z,,
2233,OCEJ.J,1.1907,1998-08-03T00:00:00Z,,
2234,OCEJ.J,0.0043,1998-12-31T00:00:00Z,,
2235,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2236,OCEJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2237,OCEJ.J,0.0427,1997-03-31T00:00:00Z,5000001140,
2238,OCEJ.J,0.001,1997-12-31T00:00:00Z,,
2239,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2240,OCEJ.J,0.0,1997-12-31T00:00:00Z,,
2241,OCEJ.J,,,,
2242,OCEJ.J,,,,
2243,OCEJ.J,,,,
2244,OCTJ.J,,,,South Africa
2245,NFSH40J.J,,,,
2246,ONTBF.CI,,,,Morocco
2247,VODJ.J,,,,United Kingdom
2248,FNBINFJ.J,,,,
2249,GIVFINJ.J^L19,,,,
2250,GIVINDJ.J^L19,,,,
2251,GIVRESJ.J^L19,,,,
2252,MTECH.LG,,,,Nigeria
2253,AFROMED.LG,,,,Nigeria
2254,CLSJ.J,32.1834,1998-08-03T00:00:00Z,5000854298,South Africa
2255,CLSJ.J,7.4893,1998-08-03T00:00:00Z,4297902883,
2256,CLSJ.J,6.9901,1998-08-03T00:00:00Z,48471685511,
2257,CLSJ.J,4.1536,1998-08-03T00:00:00Z,48471680717,
2258,CLSJ.J,1.8145,1998-08-03T00:00:00Z,5001196246,
2259,CLSJ.J,1.4771,1998-08-03T00:00:00Z,5001446208,
2260,CLSJ.J,0.7462,1998-06-30T00:00:00Z,,
2261,CLSJ.J,0.0411,1998-12-31T00:00:00Z,5000071982,
2262,CLSJ.J,0.0078,1998-12-31T00:00:00Z,,
2263,CLSJ.J,0.0,1997-12-31T00:00:00Z,,
2264,CLSJ.J,0.0,1997-12-31T00:00:00Z,,
2265,CLSJ.J,,,,
2266,CLSJ.J,,,,
2267,CLSJ.J,,,,
2268,CLSJ.J,,,,
2269,CLSJ.J,,,,
2270,CLSJ.J,,,,
2271,CLSJ.J,,,,
2272,CLSJ.J,,,,
2273,CLSJ.J,,,,
2274,KRQTJ.J,,,,South Africa
2275,UNSE.MZ,,,,
2276,BKIJ.J,,,,
2277,COOP.NR,,,,Kenya
2278,SEPJ.J,,,,South Africa
2279,ETRANZA.LG,,,,
2280,MSPJ.J,,,,Isle of Man
2281,FGLJ.J,,,,South Africa
2282,FFBJ.J,,,,South Africa
2283,PORTPAI.LG,,,,Nigeria
2284,BECOPET.LG,,,,Nigeria
2285,BOC.NR,,,,United Kingdom
2286,MANSARD.LG,,,,France
2287,RESORTS.LG,,,,Nigeria
2288,AFRINSU.LG,,,,Nigeria
2289,VERITASKAP.LG,,,,Nigeria
2290,HONYFLO.LG,,,,Nigeria
2291,CSE.MZ,,,,Mauritius
2292,BBET40J.J^E16,,,,
2293,ETFT40J.J,,,,
2294,ETFSWXJ.J,,,,
2295,MAPPSGJ.J,,,,
2296,MAPPSPJ.J,,,,
2297,CSPROPJ.J,,,,
2298,BGREENJ.J^E16,,,,
2299,NFILBIJ.J,,,,
2300,NFSWIXJ.J^L19,,,,
2301,NFEMOMJ.J,,,,
2302,NFTRCIJ.J,,,,
2303,NFGOVIJ.J,,,,
2304,PREFTXJ.J,,,,
2305,MIWA.MZ,,,,Mauritius
2306,TIGZ.ZI,,,,Zimbabwe
2307,ORAC.CI,,,,France
