,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
1128,LBHJ.J^C22,2.81,1998-07-01T00:00:00Z,4297902883,
1129,LBHJ.J^C22,0.4,1998-12-31T00:00:00Z,,
1130,LBHJ.J^C22,0.23,1998-06-30T00:00:00Z,,
1131,LBHJ.J^C22,0.15,1998-03-31T00:00:00Z,,
1132,LBHJ.J^C22,0.03,1998-12-31T00:00:00Z,,
1133,LBHJ.J^C22,0.0,1997-12-31T00:00:00Z,,
1134,LBHJ.J^C22,,,,
1135,LBHJ.J^C22,,,,
1136,LBHJ.J^C22,,,,
1137,LBHJ.J^C22,,,,
1138,LBHJ.J^C22,,,,
1139,LEWJ.J,,,,South Africa
1140,LETS.BT,,,,Botswana
1141,UNILEVE.LG,0.0,1998-12-31T00:00:00Z,5000706029,United Kingdom
1142,UNILEVE.LG,0.0,1997-06-30T00:00:00Z,5000706029,
1143,LIMT.NR,,,,United Kingdom
1144,LINKASS.LG,,,,Nigeria
1145,LIVESTO.LG,,,,Nigeria
1146,LEARNAF.LG,,,,United Kingdom
1147,BFCA.ZI,,,,Zimbabwe
1148,MANDRID.LG,,,,Nigeria
1149,MASH.ZI,,,,Zimbabwe
1150,MAYBAKE.LG,,,,Nigeria
1151,MBENEFI.LG,,,,Nigeria
1152,KMAL.ZI,0.0,1997-12-31T00:00:00Z,,Zimbabwe
1153,KMAL.ZI,0.0,1997-09-30T00:00:00Z,5000051932,
1154,KMAL.ZI,0.0,1997-12-31T00:00:00Z,,
1155,KMAL.ZI,0.0,1997-09-30T00:00:00Z,5000051932,
1156,MTMJ.J,,,,South Africa
1157,MFLJ.J,27.47,1998-08-03T00:00:00Z,5000854298,South Africa
1158,MFLJ.J,6.23,1998-08-03T00:00:00Z,5001196246,
1159,MFLJ.J,2.5318,1998-08-03T00:00:00Z,,
1160,MFLJ.J,2.38,1998-08-03T00:00:00Z,,
1161,MFLJ.J,1.45,1998-12-31T00:00:00Z,,
1162,MFLJ.J,1.26,1998-08-03T00:00:00Z,,
1163,MFLJ.J,0.87,1998-12-31T00:00:00Z,4298409344,
1164,MFLJ.J,0.0025,1998-06-30T00:00:00Z,,
1165,MFLJ.J,4.86,1997-12-31T00:00:00Z,,
1166,MFLJ.J,1.3837,1997-12-31T00:00:00Z,,
1167,MFLJ.J,0.0036,1997-12-31T00:00:00Z,,
1168,MFLJ.J,,,,
1169,MFLJ.J,,,,
1170,MFLJ.J,,,,
1171,MFLJ.J,,,,
1172,MFLJ.J,,,,
1173,MIXJ.J,,,,South Africa
1174,SEBJ.J,,,,
1175,UATJ.J,,,,South Africa
1176,TOTAL.GH,,,,France
1177,MORISON.LG,,,,Nigeria
1178,MRPJ.J,7.0711,1998-08-03T00:00:00Z,4297021561,South Africa
1179,MRPJ.J,7.0539,1998-08-03T00:00:00Z,4297902883,
1180,MRPJ.J,4.1534,1998-08-03T00:00:00Z,5000854298,
1181,MRPJ.J,2.952,1998-08-03T00:00:00Z,5000772465,
1182,MRPJ.J,2.4426,1998-03-31T00:00:00Z,,
1183,MRPJ.J,2.4333,1998-06-30T00:00:00Z,,
1184,MRPJ.J,0.0074,1998-12-31T00:00:00Z,,
1185,MRPJ.J,0.0,1998-06-30T00:00:00Z,,
1186,MRPJ.J,0.0075,1997-12-31T00:00:00Z,,
1187,MRPJ.J,0.0,1997-12-31T00:00:00Z,,
1188,MRPJ.J,,,,
1189,MRPJ.J,,,,
1190,MRPJ.J,,,,
1191,MRPJ.J,,,,
1192,MRPJ.J,,,,
1193,MRPJ.J,,,,
1194,MSHL.ZI,,,,Zimbabwe
1195,ZIMR.ZI,,,,Zimbabwe
1196,MRFJ.J,39.1694,1998-08-03T00:00:00Z,5000854298,South Africa
1197,MRFJ.J,26.859,1998-08-03T00:00:00Z,5001447542,
1198,MRFJ.J,12.7207,1998-08-03T00:00:00Z,,
1199,MRFJ.J,10.5571,1998-08-03T00:00:00Z,5055413127,
1200,MRFJ.J,8.4308,1998-08-03T00:00:00Z,,
1201,MRFJ.J,6.9759,1998-08-03T00:00:00Z,5055410695,
1202,MRFJ.J,4.5138,1998-08-03T00:00:00Z,,
1203,MRFJ.J,,,,
1204,MRFJ.J,,,,
1205,MRFJ.J,,,,
1206,MRFJ.J,,,,
1207,MRFJ.J,,,,
1208,MRFJ.J,,,,
1209,MRFJ.J,,,,
1210,MSC.NR,,,,Kenya
1211,MSTJ.J,15.985,1998-08-03T00:00:00Z,5000854298,South Africa
1212,MSTJ.J,12.6536,1998-08-03T00:00:00Z,,
1213,MSTJ.J,12.2422,1998-08-03T00:00:00Z,34413317955,
1214,MSTJ.J,4.9867,1998-06-30T00:00:00Z,,
1215,MSTJ.J,4.2054,1998-12-31T00:00:00Z,,
1216,MSTJ.J,2.1141,1998-09-30T00:00:00Z,,
1217,MSTJ.J,1.8363,1998-08-03T00:00:00Z,48471686387,
1218,MSTJ.J,1.4851,1998-08-03T00:00:00Z,4297902883,
1219,MSTJ.J,1.3848,1998-08-03T00:00:00Z,5001196246,
1220,MSTJ.J,0.003,1998-12-31T00:00:00Z,,
1221,MSTJ.J,3.4417,1997-12-31T00:00:00Z,,
1222,MSTJ.J,0.0646,1997-12-31T00:00:00Z,,
1223,MSTJ.J,0.0026,1997-12-31T00:00:00Z,,
1224,MSTJ.J,,,,
1225,MSTJ.J,,,,
1226,MSTJ.J,,,,
1227,MSTJ.J,,,,
1228,MSTJ.J,,,,
1229,MSTJ.J,,,,
1230,MSTJ.J,,,,
1231,MTAJ.J,16.61,1998-08-03T00:00:00Z,5000854298,South Africa
1232,MTAJ.J,13.36,1998-08-03T00:00:00Z,,
1233,MTAJ.J,0.0,1997-01-31T00:00:00Z,,
1234,MTAJ.J,,,,
1235,MTNJ.J,10.79,1998-07-01T00:00:00Z,5000854298,South Africa
1236,MTNJ.J,0.05,1998-12-31T00:00:00Z,,
1237,MTNJ.J,0.03,1998-12-31T00:00:00Z,,
1238,MTNJ.J,0.0034,1998-12-31T00:00:00Z,,
1239,MTNJ.J,0.0037,1998-06-30T00:00:00Z,,
1240,MTNJ.J,0.01,1997-12-31T00:00:00Z,,
1241,MTNJ.J,0.0019,1997-12-31T00:00:00Z,,
1242,MTNJ.J,0.0,1997-06-30T00:00:00Z,,
1243,MTNJ.J,,,,
1244,MTNJ.J,,,,
1245,MURJ.J,26.12,1998-08-03T00:00:00Z,5000854298,South Africa
1246,MURJ.J,1.28,1998-08-03T00:00:00Z,,
1247,MURJ.J,0.14,1998-06-30T00:00:00Z,,
1248,MURJ.J,0.08,1998-12-31T00:00:00Z,5000052202,
1249,MURJ.J,0.0,1998-12-31T00:00:00Z,,
1250,MURJ.J,0.0,1998-06-30T00:00:00Z,,
1251,MURJ.J,0.46,1997-12-31T00:00:00Z,,
1252,MURJ.J,0.01,1997-12-31T00:00:00Z,,
1253,MURJ.J,0.0,1997-12-31T00:00:00Z,,
1254,MURJ.J,,,,
1255,MURJ.J,,,,
1256,MURJ.J,,,,
1257,NAHCO.LG,,,,Nigeria
1258,NASCON.LG,,,,Nigeria
1259,NB.LG,3.7519,1997-12-31T00:00:00Z,4295884808,Netherlands
1260,NB.LG,0.0132,1998-12-31T00:00:00Z,5001449043,
1261,NB.LG,0.0079,1998-12-31T00:00:00Z,5000706029,
1262,NB.LG,3.7519,1997-12-31T00:00:00Z,4295884808,
1263,NB.LG,0.0026,1997-06-30T00:00:00Z,5000706029,
1264,NB.LG,,,,
1265,SXMJ.J,7.2901,1998-06-01T00:00:00Z,5000854298,South Africa
1266,SXMJ.J,3.3143,1998-06-01T00:00:00Z,,
1267,SXMJ.J,2.1037,1998-06-01T00:00:00Z,5055407070,
1268,SXMJ.J,1.9765,1998-12-31T00:00:00Z,,
1269,SXMJ.J,1.945,1998-06-01T00:00:00Z,4297902883,
1270,SXMJ.J,1.8457,1998-06-01T00:00:00Z,5043455375,
1271,SXMJ.J,1.2636,1998-06-01T00:00:00Z,5055410695,
1272,SXMJ.J,1.2437,1998-06-01T00:00:00Z,,
1273,SXMJ.J,1.1709,1998-06-01T00:00:00Z,,
1274,SXMJ.J,0.6616,1998-06-01T00:00:00Z,5055414660,
1275,SXMJ.J,0.0832,1998-12-31T00:00:00Z,,
1276,SXMJ.J,0.0019,1998-06-30T00:00:00Z,,
1277,SXMJ.J,2.551,1997-12-31T00:00:00Z,,
1278,SXMJ.J,0.356,1997-12-31T00:00:00Z,,
1279,SXMJ.J,,,,
1280,SXMJ.J,,,,
1281,SXMJ.J,,,,
1282,SXMJ.J,,,,
1283,SXMJ.J,,,,
1284,SXMJ.J,,,,
1285,SXMJ.J,,,,
1286,SXMJ.J,,,,
1287,SXMJ.J,,,,
1288,SXMJ.J,,,,
1289,NCR.LG,,,,United States
1290,NCSJ.J,61.55,1998-08-03T00:00:00Z,5055412260,South Africa
1291,NCSJ.J,9.4214,1998-08-03T00:00:00Z,5000854298,
1292,NCSJ.J,4.6178,1998-12-31T00:00:00Z,5001449043,
1293,NCSJ.J,2.44,1998-08-03T00:00:00Z,,
1294,NCSJ.J,2.17,1998-08-03T00:00:00Z,,
1295,NCSJ.J,,,,
1296,NCSJ.J,,,,
1297,NCSJ.J,,,,
1298,NCSJ.J,,,,
1299,NCSJ.J,,,,
1300,NEDJ.J,15.6631,1998-08-03T00:00:00Z,5000854298,South Africa
1301,NEDJ.J,3.2975,1998-08-03T00:00:00Z,4297902883,
1302,NEDJ.J,1.458,1998-04-01T00:00:00Z,,
1303,NEDJ.J,0.2634,1998-12-31T00:00:00Z,,
1304,NEDJ.J,0.1466,1998-03-31T00:00:00Z,,
1305,NEDJ.J,0.0712,1998-12-31T00:00:00Z,4298409344,
1306,NEDJ.J,0.0645,1998-12-31T00:00:00Z,,
1307,NEDJ.J,0.0215,1998-12-31T00:00:00Z,,
1308,NEDJ.J,0.0083,1998-12-31T00:00:00Z,,
1309,NEDJ.J,0.0043,1998-12-31T00:00:00Z,,
1310,NEDJ.J,0.0043,1998-12-31T00:00:00Z,5000036827,
1311,NEDJ.J,0.0037,1998-12-31T00:00:00Z,5000052202,
1312,NEDJ.J,0.003,1998-06-30T00:00:00Z,,
1313,NEDJ.J,0.0004,1998-12-31T00:00:00Z,,
1314,NEDJ.J,0.0,1998-12-31T00:00:00Z,,
1315,NEDJ.J,0.2651,1997-12-31T00:00:00Z,,
1316,NEDJ.J,0.0479,1997-12-31T00:00:00Z,,
1317,NEDJ.J,0.0417,1997-12-31T00:00:00Z,,
1318,NEDJ.J,0.0226,1997-06-30T00:00:00Z,4298409344,
1319,NEDJ.J,0.0184,1997-12-31T00:00:00Z,,
1320,NEDJ.J,0.0174,1997-12-31T00:00:00Z,,
1321,NEDJ.J,0.0044,1997-12-31T00:00:00Z,,
1322,NEDJ.J,0.0043,1997-12-31T00:00:00Z,,
1323,NEDJ.J,,,,
1324,NEDJ.J,,,,
1325,NEDJ.J,,,,
1326,NEDJ.J,,,,
1327,NEDJ.J,,,,
1328,NEDJ.J,,,,
1329,NEDJ.J,,,,
1330,NEM.LG,,,,Nigeria
1331,NESF.LG,,,,Nigeria
1332,NESTLE.LG,0.0,1998-12-31T00:00:00Z,5000706029,Switzerland
1333,NESTLE.LG,0.0,1997-06-30T00:00:00Z,5000706029,
1334,NPHJ.J,14.2088,1998-07-17T00:00:00Z,5000854298,South Africa
1335,NPHJ.J,0.018,1998-12-31T00:00:00Z,,
1336,NPHJ.J,,,,
1337,NPHJ.J,,,,
1338,NCBA.NR,1.4251,1998-12-31T00:00:00Z,5000706029,Kenya
1339,NCBA.NR,2.5289,1997-06-30T00:00:00Z,5000706029,
1340,NIDBFUN.LG,,,,Nigeria
1341,NIGERIN.LG,,,,Nigeria
1342,NIGROPE.LG,,,,Nigeria
1343,NIWICAB.LG,,,,Nigeria
1344,NMB.ZI,,,,Zimbabwe
1345,NMG.NR,0.5437,1998-12-31T00:00:00Z,5000706029,Kenya
1346,NMG.NR,0.2718,1997-06-30T00:00:00Z,5000706029,
1347,NNFM.LG,,,,
1348,CONOIL.LG,,,,Nigeria
1349,NPKJ.J,59.4612,1998-09-30T00:00:00Z,,South Africa
1350,NPKJ.J,9.0575,1998-08-03T00:00:00Z,5000854298,
1351,NPKJ.J,4.1134,1998-08-03T00:00:00Z,4297902883,
1352,NPKJ.J,1.8916,1998-08-03T00:00:00Z,,
1353,NPKJ.J,0.3279,1998-09-30T00:00:00Z,48471687286,
1354,NPKJ.J,0.0171,1998-12-31T00:00:00Z,5000071982,
1355,NPKJ.J,0.0035,1998-12-31T00:00:00Z,,
1356,NPKJ.J,0.0023,1998-06-30T00:00:00Z,,
1357,NPKJ.J,59.6429,1997-09-30T00:00:00Z,,
1358,NPKJ.J,0.3382,1997-09-30T00:00:00Z,48471687286,
1359,NPKJ.J,0.0171,1997-12-31T00:00:00Z,5000071982,
1360,NPKJ.J,0.0031,1997-12-31T00:00:00Z,,
1361,NPKJ.J,0.0018,1997-12-31T00:00:00Z,,
1362,NPKJ.J,,,,
1363,NPKJ.J,,,,
1364,NPKJ.J,,,,
1365,NPNJn.J,30.01,1998-08-03T00:00:00Z,5000854298,South Africa
1366,NPNJn.J,2.81,1998-08-03T00:00:00Z,4297902883,
1367,NPNJn.J,1.21,1998-12-31T00:00:00Z,,
1368,NPNJn.J,0.08,1998-03-31T00:00:00Z,,
1369,NPNJn.J,0.0034,1998-06-30T00:00:00Z,,
1370,NPNJn.J,0.0,1997-09-30T00:00:00Z,,
1371,NPNJn.J,0.0,1997-12-31T00:00:00Z,,
1372,NPNJn.J,0.0039,1997-12-31T00:00:00Z,,
1373,NPNJn.J,0.0,1997-09-30T00:00:00Z,,
1374,NPNJn.J,0.0,1997-12-31T00:00:00Z,,
1375,NPNJn.J,,,,
1376,NPNJn.J,,,,
1377,NPNJn.J,,,,
1378,NPNJn.J,,,,
1379,NRDJ.J^D14,,,,
1380,NTCJ.J,57.88,1998-08-03T00:00:00Z,5000854298,South Africa
1381,NTCJ.J,9.75,1998-08-03T00:00:00Z,5000128439,
1382,NTCJ.J,8.48,1998-08-03T00:00:00Z,34414034225,
1383,NTCJ.J,5.82,1998-12-31T00:00:00Z,,
1384,NTCJ.J,6.39,1998-08-03T00:00:00Z,5055412002,
1385,NTCJ.J,1.69,1998-08-03T00:00:00Z,,
1386,NTCJ.J,1.17,1998-06-30T00:00:00Z,,
1387,NTCJ.J,0.38,1998-03-31T00:00:00Z,,
1388,NTCJ.J,0.0087,1998-12-31T00:00:00Z,,
1389,NTCJ.J,0.83,1997-12-31T00:00:00Z,,
1390,NTCJ.J,0.0038,1997-12-31T00:00:00Z,,
1391,NTCJ.J,0.0,1997-09-30T00:00:00Z,,
1392,NTCJ.J,,,,
1393,NTCJ.J,,,,
1394,NTCJ.J,,,,
1395,NTCJ.J,,,,
1396,NTCJ.J,,,,
1397,NTCJ.J,,,,
1398,NTS.ZI,,,,Zimbabwe
1399,NWLJ.J,60.26,1998-08-03T00:00:00Z,5000854298,South Africa
1400,NWLJ.J,2.91,1998-08-03T00:00:00Z,4297021561,
1401,NWLJ.J,1.7,1998-08-03T00:00:00Z,4297902883,
1402,NWLJ.J,0.02,1998-12-31T00:00:00Z,,
1403,NWLJ.J,0.0,1998-03-31T00:00:00Z,,
1404,NWLJ.J,0.12,1997-12-31T00:00:00Z,,
1405,NWLJ.J,,,,
1406,NWLJ.J,,,,
1407,NWLJ.J,,,,
1408,NWLJ.J,,,,
1409,OASJ.J,,,,South Africa
1410,OKZ.ZI,,,,Zimbabwe
1411,OKOMUOI.LG,,,,Luxembourg
1412,OLGJ.J,23.4711,1998-08-03T00:00:00Z,5000854298,South Africa
1413,OLGJ.J,17.378,1998-08-03T00:00:00Z,5001447542,
1414,OLGJ.J,4.8708,1998-06-30T00:00:00Z,,
1415,OLGJ.J,4.0832,1998-08-03T00:00:00Z,4297902883,
1416,OLGJ.J,,,,
1417,OLGJ.J,,,,
1418,OLGJ.J,,,,
1419,OLGJ.J,,,,
1420,OMUJ.J,,,,South Africa
1421,OMNJ.J,11.5961,1998-08-03T00:00:00Z,5000854298,South Africa
1422,OMNJ.J,5.525,1998-08-03T00:00:00Z,5043445914,
1423,OMNJ.J,2.5314,1998-08-03T00:00:00Z,34413679820,
1424,OMNJ.J,1.5125,1998-08-03T00:00:00Z,5043444994,
1425,OMNJ.J,1.2605,1998-07-06T00:00:00Z,,
1426,OMNJ.J,0.0111,1998-12-31T00:00:00Z,,
1427,OMNJ.J,0.0077,1997-12-31T00:00:00Z,,
1428,OMNJ.J,,,,
1429,OMNJ.J,,,,
1430,OMNJ.J,,,,
1431,OMNJ.J,,,,
1432,OMNJ.J,,,,
1433,OREJ.J^L19,,,,South Africa
1434,SLAM.NR,,,,South Africa
1435,PBC.GH,,,,Ghana
1436,NEIMETH.LG,,,,Nigeria
1437,PHARMDE.LG,,,,Nigeria
1438,PIKJ.J,,1998-07-31T00:00:00Z,4295888552,South Africa
1439,PIKJ.J,58.03,1998-07-31T00:00:00Z,5000854298,
1440,PIKJ.J,11.88,1998-07-31T00:00:00Z,4297902883,
1441,PIKJ.J,0.85,1998-12-31T00:00:00Z,,
1442,PIKJ.J,0.01,1998-12-31T00:00:00Z,,
1443,PIKJ.J,0.0032,1998-06-30T00:00:00Z,,
1444,PIKJ.J,,1997-01-31T00:00:00Z,4295888552,
1445,PIKJ.J,0.01,1997-12-31T00:00:00Z,,
1446,PIKJ.J,0.0031,1997-12-31T00:00:00Z,,
1447,PIKJ.J,,,,
1448,PIKJ.J,,,,
1449,PIKJ.J,,,,
1450,UNIF.ZI,,,,Zimbabwe
1451,PMVJ.J,14.6204,1998-08-03T00:00:00Z,5000854298,South Africa
1452,PMVJ.J,3.8251,1998-08-03T00:00:00Z,4295888698,
1453,PMVJ.J,1.9942,1998-08-03T00:00:00Z,5035492921,
1454,PMVJ.J,1.7195,1998-08-03T00:00:00Z,,
1455,PMVJ.J,1.5823,1998-12-31T00:00:00Z,,
1456,PMVJ.J,0.0123,1998-12-31T00:00:00Z,,
1457,PMVJ.J,,,,
1458,PMVJ.J,,,,
1459,PMVJ.J,,,,
1460,PMVJ.J,,,,
1461,PMVJ.J,,,,
1462,PMVJ.J,,,,
1463,POLYPRO.LG,,,,Nigeria
1464,PPCJ.J,64.3379,1998-08-03T00:00:00Z,4295888508,South Africa
1465,PPCJ.J,11.0294,1998-08-03T00:00:00Z,5000854298,
1466,PPCJ.J,4.7815,1998-08-03T00:00:00Z,4297902883,
1467,PPCJ.J,0.1893,1998-03-31T00:00:00Z,,
1468,PPCJ.J,0.0054,1998-12-31T00:00:00Z,,
1469,PPCJ.J,0.0039,1998-06-30T00:00:00Z,,
1470,PPCJ.J,0.0,1998-06-30T00:00:00Z,,
1471,PPCJ.J,65.7181,1997-01-31T00:00:00Z,4295888508,
1472,PPCJ.J,1.0695,1997-12-31T00:00:00Z,,
1473,PPCJ.J,0.0066,1997-12-31T00:00:00Z,,
1474,PPCJ.J,0.0017,1997-12-31T00:00:00Z,,
1475,PPCJ.J,,,,
1476,PPCJ.J,,,,
1477,PPCJ.J,,,,
1478,PPEJ.J,,,,South Africa
1479,PPRJ.J,53.01,1998-08-03T00:00:00Z,5035497278,
1480,PPRJ.J,8.1,1998-08-03T00:00:00Z,5000854298,
1481,PPRJ.J,3.15,1998-08-03T00:00:00Z,,
1482,PPRJ.J,1.84,1998-08-03T00:00:00Z,4297021561,
1483,PPRJ.J,53.0,1997-01-31T00:00:00Z,5035497278,
1484,PPRJ.J,,,,
1485,PPRJ.J,,,,
1486,PPRJ.J,,,,
1487,PREMBRE.LG,,,,Nigeria
1488,PREMPAI.LG,,,,Nigeria
1489,PRESCO.LG,,,,Belgium
1490,PRESTIG.LG,,,,India
1491,PMT_u.BT,,,,Botswana
1492,PSVJ.J,67.73,1998-06-01T00:00:00Z,5055414214,South Africa
1493,PSVJ.J,4.89,1998-06-01T00:00:00Z,5055409052,
1494,PSVJ.J,1.5,1998-06-01T00:00:00Z,5000854298,
1495,PSVJ.J,,,,
1496,PSVJ.J,,,,
1497,PSVJ.J,,,,
1498,PTXSPYJ.J^K19,,,,
1499,PWS.ZI,,,,Zimbabwe
1500,PZ.LG,,,,United Kingdom
1501,RAKUNIT.LG,,,,
1502,RBXJ.J,,,,South Africa
1503,RCLJ.J,10.6339,1998-08-03T00:00:00Z,5000074201,South Africa
1504,RCLJ.J,1.234,1998-08-03T00:00:00Z,5000854298,
1505,RCLJ.J,0.488,1998-08-03T00:00:00Z,5055411391,
1506,RCLJ.J,0.005,1998-06-30T00:00:00Z,,
1507,RCLJ.J,0.0005,1998-12-31T00:00:00Z,,
1508,RCLJ.J,5.2394,1997-01-31T00:00:00Z,5055411391,
1509,RCLJ.J,1.1676,1997-12-31T00:00:00Z,,
1510,RCLJ.J,,,,
1511,RCLJ.J,,,,
1512,RCLJ.J,,,,
1513,RDCP.BT,,,,Botswana
1514,RDFJ.J,,,,South Africa
1515,REMJ.J,,,,South Africa
1516,RESJ.J,,,,South Africa
1517,RTNR.ZI,0.0,1997-12-31T00:00:00Z,5001231143,Zimbabwe
1518,RTNR.ZI,0.0,1997-12-31T00:00:00Z,5001231143,
1519,RLOJ.J,33.93,1998-08-03T00:00:00Z,5000854298,South Africa
1520,RLOJ.J,2.23,1998-12-31T00:00:00Z,,
1521,RLOJ.J,1.75,1998-08-03T00:00:00Z,4297902883,
1522,RLOJ.J,0.6,1998-03-31T00:00:00Z,,
1523,RLOJ.J,0.02,1998-12-31T00:00:00Z,5000052202,
1524,RLOJ.J,0.0048,1998-06-30T00:00:00Z,,
1525,RLOJ.J,0.0047,1998-12-31T00:00:00Z,,
1526,RLOJ.J,1.0,1997-12-31T00:00:00Z,,
1527,RLOJ.J,0.0055,1997-12-31T00:00:00Z,,
1528,RLOJ.J,0.0018,1997-12-31T00:00:00Z,,
1529,RLOJ.J,,,,
1530,RLOJ.J,,,,
1531,RLOJ.J,,,,
1532,RLOJ.J,,,,
1533,RMHJ.J,16.63,1998-12-31T00:00:00Z,5000854298,South Africa
1534,RMHJ.J,8.87,1998-12-31T00:00:00Z,4297902883,
1535,RMHJ.J,1.08,1998-12-31T00:00:00Z,5001196246,
1536,RMHJ.J,0.97,1998-12-31T00:00:00Z,5043417200,
1537,RMHJ.J,0.12,1998-03-31T00:00:00Z,,
1538,RMHJ.J,0.0035,1998-12-31T00:00:00Z,,
1539,RMHJ.J,0.0028,1998-06-30T00:00:00Z,,
1540,RMHJ.J,0.0,1998-09-30T00:00:00Z,,
1541,RMHJ.J,0.41,1997-12-31T00:00:00Z,,
1542,RMHJ.J,0.0039,1997-12-31T00:00:00Z,,
1543,RMHJ.J,0.002,1997-12-31T00:00:00Z,,
1544,RMHJ.J,,,,
1545,RMHJ.J,,,,
1546,RMHJ.J,,,,
1547,RMHJ.J,,,,
1548,RMHJ.J,,,,
1549,RNGJ.J,31.26,1998-08-03T00:00:00Z,5000854298,South Africa
1550,RNGJ.J,17.68,1998-06-30T00:00:00Z,,
1551,RNGJ.J,17.68,1998-12-31T00:00:00Z,,
1552,RNGJ.J,6.56,1998-08-03T00:00:00Z,4297902883,
1553,RNGJ.J,4.36,1998-08-03T00:00:00Z,5001422245,
1554,RNGJ.J,1.67,1998-08-03T00:00:00Z,5037050157,
1555,RNGJ.J,0.78,1998-12-31T00:00:00Z,,
1556,RNGJ.J,0.18,1998-06-30T00:00:00Z,5001231143,
1557,RNGJ.J,0.0,1997-12-31T00:00:00Z,,
1558,RNGJ.J,0.0,1997-12-31T00:00:00Z,,
1559,RNGJ.J,0.0,1997-06-30T00:00:00Z,,
1560,RNGJ.J,0.0,1998-03-31T00:00:00Z,,
1561,RNGJ.J,2.31,1997-12-31T00:00:00Z,,
1562,RNGJ.J,1.32,1997-12-31T00:00:00Z,,
1563,RNGJ.J,0.73,1997-12-31T00:00:00Z,,
1564,RNGJ.J,0.03,1997-12-31T00:00:00Z,5001231143,
1565,RNGJ.J,0.0,1997-12-31T00:00:00Z,,
1566,RNGJ.J,0.0,1997-12-31T00:00:00Z,,
1567,RNGJ.J,0.0,1997-06-30T00:00:00Z,,
1568,RNGJ.J,,,,
1569,RNGJ.J,,,,
1570,RNGJ.J,,,,
1571,RNGJ.J,,,,
1572,RNGJ.J,,,,
1573,ROYALEX.LG,,,,Nigeria
1574,RTBRISC.LG,,,,Nigeria
1575,RTG.ZI,,,,Zimbabwe
1576,RTOJ.J,71.74,1998-08-03T00:00:00Z,4295888581,South Africa
1577,RTOJ.J,2.04,1998-08-03T00:00:00Z,5000854298,
1578,RTOJ.J,1.91,1998-08-03T00:00:00Z,4296667984,
1579,RTOJ.J,71.1,1997-01-31T00:00:00Z,4295888581,
1580,RTOJ.J,,,,
1581,RTOJ.J,,,,
1582,SACJ.J,0.0,1997-09-30T00:00:00Z,,South Africa
1583,SACJ.J,0.0,1998-12-31T00:00:00Z,,
1584,SACJ.J,0.0,1997-09-30T00:00:00Z,,
1585,SACJ.J,,,,
1586,SAPJ.J,32.8127,1998-08-03T00:00:00Z,5000854298,South Africa
1587,SAPJ.J,11.5181,1998-08-03T00:00:00Z,5001449709,
1588,SAPJ.J,6.71,1998-08-03T00:00:00Z,4297902883,
1589,SAPJ.J,3.7396,1998-08-03T00:00:00Z,5035492090,
1590,SAPJ.J,1.2181,1998-08-03T00:00:00Z,48471683257,
1591,SAPJ.J,0.1339,1998-03-31T00:00:00Z,,
1592,SAPJ.J,0.079,1998-06-30T00:00:00Z,,
1593,SAPJ.J,0.085,1997-03-31T00:00:00Z,5000067095,
1594,SAPJ.J,0.0592,1998-12-31T00:00:00Z,4296293277,
1595,SAPJ.J,0.0246,1998-12-31T00:00:00Z,4298409344,
1596,SAPJ.J,0.004,1998-12-31T00:00:00Z,,
1597,SAPJ.J,0.0,1998-06-30T00:00:00Z,,
1598,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1599,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1600,SAPJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
1601,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1602,SAPJ.J,0.0,1998-12-31T00:00:00Z,5000052202,
1603,SAPJ.J,0.5026,1997-12-31T00:00:00Z,,
1604,SAPJ.J,0.111,1997-12-31T00:00:00Z,,
1605,SAPJ.J,0.085,1997-03-31T00:00:00Z,5000067095,
1606,SAPJ.J,0.0695,1997-06-30T00:00:00Z,4298409344,
1607,SAPJ.J,0.0303,1997-03-31T00:00:00Z,5000001140,
1608,SAPJ.J,0.0236,1997-12-31T00:00:00Z,4296293277,
1609,SAPJ.J,0.002,1997-12-31T00:00:00Z,,
1610,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1611,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1612,SAPJ.J,0.0,1997-12-31T00:00:00Z,,
1613,SAPJ.J,,,,
1614,SAPJ.J,,,,
1615,SAPJ.J,,,,
1616,SAPJ.J,,,,
1617,SAPJ.J,,,,
1618,SAPJ.J,,,,
1619,SAPJ.J,,,,
1620,SASN.NR,1.2234,1998-12-31T00:00:00Z,5000706029,Kenya
1621,SASN.NR,1.8547,1997-06-30T00:00:00Z,5000706029,
1622,SBKJ.J,1.3279,1998-08-17T00:00:00Z,5000854298,South Africa
1623,SBKJ.J,0.7884,1998-08-17T00:00:00Z,4297902883,
1624,SBKJ.J,0.2276,1998-12-31T00:00:00Z,4295888391,
1625,SBKJ.J,0.0111,1998-06-30T00:00:00Z,,
1626,SBKJ.J,0.0004,1998-12-31T00:00:00Z,,
1627,SBKJ.J,0.0001,1998-12-31T00:00:00Z,5000064072,
1628,SBKJ.J,0.0,1998-12-31T00:00:00Z,5000052202,
1629,SBKJ.J,0.0004,1997-12-31T00:00:00Z,,
