,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
2084,GFIJ.J,0.0022,1999-12-31T00:00:00Z,5001231143,
2085,GFIJ.J,0.0021,1998-12-31T00:00:00Z,5035750181,
2086,GFIJ.J,0.002,1999-09-30T00:00:00Z,5000068766,
2087,GFIJ.J,0.0013,1999-12-31T00:00:00Z,,
2088,GFIJ.J,0.0,1999-01-31T00:00:00Z,4295896494,
2089,GFIJ.J,0.0,1999-06-30T00:00:00Z,5000050125,
2090,GFIJ.J,0.0,1999-12-31T00:00:00Z,5000008390,
2091,GFIJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2092,GFIJ.J,,,,
2093,GFIJ.J,,,,
2094,GFIJ.J,,,,
2095,GFIJ.J,,,,
2096,GFIJ.J,,,,
2097,GFIJ.J,,,,
2098,GFIJ.J,,,,
2099,GFIJ.J,,,,
2100,GFIJ.J,,,,
2101,GFIJ.J,,,,
2102,GFIJ.J,,,,
2103,GFIJ.J,,,,
2104,GFIJ.J,,,,
2105,GFIJ.J,,,,
2106,GFIJ.J,14.3838,1998-11-30T00:00:00Z,5000854298,
2107,GFIJ.J,2.2511,1998-11-30T00:00:00Z,4295896494,
2108,GFIJ.J,0.148,1998-12-31T00:00:00Z,,
2109,GFIJ.J,0.09,1998-12-31T00:00:00Z,,
2110,GFIJ.J,0.0168,1998-06-30T00:00:00Z,,
2111,GFIJ.J,0.0064,1998-12-31T00:00:00Z,5000008390,
2112,GFIJ.J,0.0038,1998-06-30T00:00:00Z,5001231143,
2113,GFIJ.J,0.0021,1998-12-31T00:00:00Z,5035750181,
2114,GFIJ.J,0.0021,1998-06-30T00:00:00Z,5000036022,
2115,GFIJ.J,0.0015,1998-12-31T00:00:00Z,5000050125,
2116,GFIJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2117,GFIJ.J,0.0,1997-12-31T00:00:00Z,,
2118,GFIJ.J,,,,
2119,GFIJ.J,,,,
2120,GFIJ.J,,,,
2121,GFIJ.J,,,,
2122,GFIJ.J,,,,
2123,GFIJ.J,,,,
2124,GFIJ.J,,,,
2125,GFIJ.J,,,,
2126,GFIJ.J,,,,
2127,GFIJ.J,,,,
2128,GFIJ.J,,,,
2129,GFIJ.J,,,,
2130,GFIJ.J,,,,
2131,GFIJ.J,,,,
2132,GFIJ.J,,,,
2133,GFIJ.J,,,,
2134,GFIJ.J,,,,
2135,GFIJ.J,,,,
2136,GFIJ.J,,,,
2137,GGBL.GH,,,,United Kingdom
2138,GGBL.GH,0.0,1998-06-30T00:00:00Z,5000706029,
2139,GGBL.GH,0.0,1998-06-30T00:00:00Z,5000706029,
2140,GLDJ.J,,,,
2141,GNDJ.J,50.821,2000-09-30T00:00:00Z,5035478601,South Africa
2142,GNDJ.J,27.49,2000-09-30T00:00:00Z,5000854298,
2143,GNDJ.J,1.88,2000-09-30T00:00:00Z,4297902883,
2144,GNDJ.J,1.8599,2000-09-30T00:00:00Z,,
2145,GNDJ.J,1.13,2000-09-30T00:00:00Z,,
2146,GNDJ.J,0.99,2000-09-30T00:00:00Z,,
2147,GNDJ.J,0.76,2000-09-30T00:00:00Z,,
2148,GNDJ.J,0.51,2000-09-30T00:00:00Z,4297021561,
2149,GNDJ.J,0.4928,2000-12-31T00:00:00Z,4298459126,
2150,GNDJ.J,0.0,2000-09-30T00:00:00Z,,
2151,GNDJ.J,0.0,1999-07-31T00:00:00Z,4295888655,
2152,GNDJ.J,50.3098,1999-08-31T00:00:00Z,5035478601,
2153,GNDJ.J,26.25,1999-08-31T00:00:00Z,5000854298,
2154,GNDJ.J,1.8473,1999-08-31T00:00:00Z,,
2155,GNDJ.J,1.57,1999-08-31T00:00:00Z,4297902883,
2156,GNDJ.J,1.12,1999-08-31T00:00:00Z,,
2157,GNDJ.J,0.99,1999-08-31T00:00:00Z,,
2158,GNDJ.J,0.0,1999-07-31T00:00:00Z,4295888655,
2159,GNDJ.J,,,,
2160,GNDJ.J,,,,
2161,GNDJ.J,,,,
2162,GNDJ.J,,,,
2163,GNDJ.J,50.3595,1998-07-01T00:00:00Z,5035478601,
2164,GNDJ.J,9.45,1998-07-01T00:00:00Z,5000854298,
2165,GNDJ.J,1.8121,1998-07-01T00:00:00Z,,
2166,GNDJ.J,,,,
2167,GNDJ.J,,,,
2168,GNDJ.J,,,,
2169,GNDJ.J,,,,
2170,GNDJ.J,,,,
2171,GNDJ.J,,,,
2172,GNDJ.J,,,,
2173,GNDJ.J,,,,
2174,GOIL.GH,,,,Ghana
2175,GRTJ.J,34.5153,2000-11-30T00:00:00Z,4297021561,South Africa
2176,GRTJ.J,11.1902,2000-11-30T00:00:00Z,4297902883,
2177,GRTJ.J,0.968,2000-11-30T00:00:00Z,5000854298,
2178,GRTJ.J,0.0,2000-03-31T00:00:00Z,,
2179,GRTJ.J,1.0479,1999-08-31T00:00:00Z,4297902883,
2180,GRTJ.J,0.8691,1999-08-31T00:00:00Z,5000854298,
2181,GRTJ.J,0.1467,1999-08-31T00:00:00Z,,
2182,GRTJ.J,,,,
2183,GRTJ.J,0.844,1998-07-01T00:00:00Z,5000854298,
2184,GRTJ.J,,,,
2185,GRTJ.J,,,,
2186,GRTJ.J,,,,
2187,GUINNES.LG,0.3517,2000-12-31T00:00:00Z,5000706029,United Kingdom
2188,GUINNES.LG,0.3108,1999-06-30T00:00:00Z,5000706029,
2189,GUINNES.LG,0.3108,1998-12-31T00:00:00Z,5000706029,
2190,GUINEAI.LG,,,,Nigeria
2191,HALLMAR.LG,,,,Nigeria
2192,HARJ.J,0.856,2000-12-31T00:00:00Z,,South Africa
2193,HARJ.J,0.6743,2000-06-30T00:00:00Z,,
2194,HARJ.J,0.2552,2000-12-31T00:00:00Z,5000026028,
2195,HARJ.J,0.1828,2000-12-31T00:00:00Z,4297296164,
2196,HARJ.J,0.1308,2000-12-31T00:00:00Z,,
2197,HARJ.J,0.0864,1999-09-30T00:00:00Z,,
2198,HARJ.J,0.0494,2000-12-31T00:00:00Z,,
2199,HARJ.J,0.0432,1999-06-30T00:00:00Z,4296583298,
2200,HARJ.J,0.0239,2000-12-31T00:00:00Z,,
2201,HARJ.J,0.0162,2000-12-31T00:00:00Z,4298492421,
2202,HARJ.J,0.0156,2000-09-30T00:00:00Z,5000068766,
2203,HARJ.J,0.0104,2000-12-31T00:00:00Z,5000051346,
2204,HARJ.J,0.0092,2000-12-31T00:00:00Z,5001231143,
2205,HARJ.J,0.0035,2000-12-31T00:00:00Z,5000050125,
2206,HARJ.J,0.0012,2000-12-31T00:00:00Z,5000036170,
2207,HARJ.J,0.0002,2000-09-30T00:00:00Z,,
2208,HARJ.J,0.0,2000-09-30T00:00:00Z,5035488990,
2209,HARJ.J,0.0,2000-08-31T00:00:00Z,5000854298,
2210,HARJ.J,0.0,2000-08-31T00:00:00Z,4297033510,
2211,HARJ.J,0.0,2000-08-31T00:00:00Z,4297902883,
2212,HARJ.J,0.0,2000-12-31T00:00:00Z,,
2213,HARJ.J,0.0,1999-06-30T00:00:00Z,5000014523,
2214,HARJ.J,0.0,2000-03-31T00:00:00Z,,
2215,HARJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
2216,HARJ.J,,,,
2217,HARJ.J,,,,
2218,HARJ.J,,,,
2219,HARJ.J,,,,
2220,HARJ.J,42.3003,1999-08-31T00:00:00Z,5000854298,
2221,HARJ.J,12.5844,1999-08-31T00:00:00Z,4297902883,
2222,HARJ.J,1.3196,1999-12-31T00:00:00Z,,
2223,HARJ.J,0.7988,1999-12-31T00:00:00Z,,
2224,HARJ.J,0.7971,1999-12-31T00:00:00Z,,
2225,HARJ.J,0.5814,1999-08-31T00:00:00Z,4297033510,
2226,HARJ.J,0.2988,1999-12-31T00:00:00Z,4297296164,
2227,HARJ.J,0.0864,1999-09-30T00:00:00Z,,
2228,HARJ.J,0.072,1998-03-31T00:00:00Z,,
2229,HARJ.J,0.0432,1999-06-30T00:00:00Z,4296583298,
2230,HARJ.J,0.0286,1999-12-31T00:00:00Z,,
2231,HARJ.J,0.0149,1999-12-31T00:00:00Z,5001231143,
2232,HARJ.J,0.0042,1999-12-31T00:00:00Z,5000050125,
2233,HARJ.J,0.0031,1999-12-31T00:00:00Z,,
2234,HARJ.J,0.0031,1999-12-31T00:00:00Z,,
2235,HARJ.J,0.0,1999-06-30T00:00:00Z,5000014523,
2236,HARJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
2237,HARJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2238,HARJ.J,0.0,1998-03-31T00:00:00Z,,
2239,HARJ.J,,,,
2240,HARJ.J,,,,
2241,HARJ.J,,,,
2242,HARJ.J,,,,
2243,HARJ.J,,,,
2244,HARJ.J,,,,
2245,HARJ.J,,,,
2246,HARJ.J,,,,
2247,HARJ.J,,,,
2248,HARJ.J,1.5556,1998-12-31T00:00:00Z,,
2249,HARJ.J,0.3125,1998-12-31T00:00:00Z,,
2250,HARJ.J,0.072,1998-03-31T00:00:00Z,,
2251,HARJ.J,0.0468,1998-12-31T00:00:00Z,4296583298,
2252,HARJ.J,0.0439,1998-12-31T00:00:00Z,5000014523,
2253,HARJ.J,0.0307,1998-12-31T00:00:00Z,4298409344,
2254,HARJ.J,0.0259,1998-06-30T00:00:00Z,5001231143,
2255,HARJ.J,0.0073,1998-12-31T00:00:00Z,5000050125,
2256,HARJ.J,0.0,1997-09-30T00:00:00Z,,
2257,HARJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2258,HARJ.J,0.0,1998-03-31T00:00:00Z,,
2259,HARJ.J,,,,
2260,HARJ.J,,,,
2261,HARJ.J,,,,
2262,HARJ.J,,,,
2263,HARJ.J,,,,
2264,HARJ.J,,,,
2265,HARJ.J,,,,
2266,HARJ.J,,,,
2267,HARJ.J,,,,
2268,HARJ.J,,,,
2269,HARJ.J,,,,
2270,HARJ.J,,,,
2271,HARJ.J,,,,
2272,HARJ.J,,,,
2273,HARJ.J,,,,
2274,HARJ.J,,,,
2275,HARJ.J,,,,
2276,HCIJ.J,12.4452,2000-12-31T00:00:00Z,5055411868,South Africa
2277,HCIJ.J,9.91,2000-12-31T00:00:00Z,5000854298,
2278,HCIJ.J,4.33,2000-12-31T00:00:00Z,4297902883,
2279,HCIJ.J,4.4225,1999-11-30T00:00:00Z,4295889203,
2280,HCIJ.J,0.93,1999-11-30T00:00:00Z,48471680149,
2281,HCIJ.J,0.89,2000-12-31T00:00:00Z,4297636693,
2282,HCIJ.J,0.8304,2000-12-31T00:00:00Z,5001446537,
2283,HCIJ.J,0.8,2000-12-31T00:00:00Z,,
2284,HCIJ.J,0.5975,2000-12-31T00:00:00Z,34414036865,
2285,HCIJ.J,0.27,2000-09-30T00:00:00Z,,
2286,HCIJ.J,0.23,2000-12-31T00:00:00Z,,
2287,HCIJ.J,0.02,2000-12-31T00:00:00Z,4298409344,
2288,HCIJ.J,0.01,2000-12-31T00:00:00Z,5000313307,
2289,HCIJ.J,0.0001,1999-06-30T00:00:00Z,,
2290,HCIJ.J,0.0,2000-07-02T00:00:00Z,5052145148,
2291,HCIJ.J,0.0,2000-08-02T00:00:00Z,,
2292,HCIJ.J,0.0,1999-06-30T00:00:00Z,5000051932,
2293,HCIJ.J,21.0683,1999-11-30T00:00:00Z,5052145148,
2294,HCIJ.J,12.74,1999-11-30T00:00:00Z,5055411868,
2295,HCIJ.J,10.92,1999-11-30T00:00:00Z,5000854298,
2296,HCIJ.J,6.38,1999-11-30T00:00:00Z,4297902883,
2297,HCIJ.J,4.4225,1999-11-30T00:00:00Z,4295889203,
2298,HCIJ.J,4.31,1999-11-30T00:00:00Z,,
2299,HCIJ.J,3.62,1999-12-31T00:00:00Z,,
2300,HCIJ.J,1.1925,1999-11-30T00:00:00Z,5001446537,
2301,HCIJ.J,0.93,1999-11-30T00:00:00Z,48471680149,
2302,HCIJ.J,0.41,1999-12-31T00:00:00Z,,
2303,HCIJ.J,0.16,1999-12-31T00:00:00Z,,
2304,HCIJ.J,0.0001,1999-06-30T00:00:00Z,,
2305,HCIJ.J,0.0,1999-06-30T00:00:00Z,5000051932,
2306,HCIJ.J,,,,
2307,HCIJ.J,,,,
2308,HCIJ.J,,,,
2309,HCIJ.J,,,,
2310,HCIJ.J,4.41,1998-12-31T00:00:00Z,,
2311,HCIJ.J,0.72,1998-06-30T00:00:00Z,,
2312,HCIJ.J,,,,
2313,HCIJ.J,,,,
2314,HCIJ.J,,,,
2315,HCIJ.J,,,,
2316,HCIJ.J,,,,
2317,HCIJ.J,,,,
2318,HCIJ.J,,,,
2319,HCIJ.J,,,,
2320,HCIJ.J,,,,
2321,HCIJ.J,,,,
2322,HCIJ.J,,,,
2323,HCIJ.J,,,,
2324,HCIJ.J,,,,
2325,HCIJ.J,,,,
2326,HCIJ.J,,,,
2327,HDCJ.J,23.751,2000-06-30T00:00:00Z,4297902883,South Africa
2328,HDCJ.J,23.7209,2000-06-30T00:00:00Z,5000854298,
2329,HDCJ.J,3.6988,2000-12-31T00:00:00Z,4298459126,
2330,HDCJ.J,0.0642,2000-12-31T00:00:00Z,,
2331,HDCJ.J,0.0,2000-03-31T00:00:00Z,48471686887,
2332,HDCJ.J,0.0,2000-03-31T00:00:00Z,,
2333,HDCJ.J,0.0,2000-03-31T00:00:00Z,,
2334,HDCJ.J,0.0,2000-03-31T00:00:00Z,4295889079,
2335,HDCJ.J,0.0,2000-03-31T00:00:00Z,,
2336,HDCJ.J,,,,
2337,HDCJ.J,25.3174,1999-09-30T00:00:00Z,4297902883,
2338,HDCJ.J,23.2191,1999-09-30T00:00:00Z,5000854298,
2339,HDCJ.J,1.4424,1998-03-31T00:00:00Z,,
2340,HDCJ.J,1.4424,1998-06-30T00:00:00Z,,
2341,HDCJ.J,1.1606,1999-09-30T00:00:00Z,4295889079,
2342,HDCJ.J,1.1118,1999-09-30T00:00:00Z,,
2343,HDCJ.J,0.9845,1999-09-30T00:00:00Z,,
2344,HDCJ.J,0.9429,1999-09-30T00:00:00Z,48471686887,
2345,HDCJ.J,0.0149,1999-12-31T00:00:00Z,,
2346,HDCJ.J,,,,
2347,HDCJ.J,1.4424,1998-03-31T00:00:00Z,,
2348,HDCJ.J,1.4424,1998-06-30T00:00:00Z,,
2349,HDCJ.J,0.0,1998-12-31T00:00:00Z,,
2350,HDCJ.J,,,,
2351,HDCJ.J,,,,
2352,HDCJ.J,,,,
2353,HDCJ.J,,,,
2354,HDCJ.J,,,,
2355,HDCJ.J,,,,
2356,HDCJ.J,,,,
2357,RBGH.GH,,,,Trinidad and Tobago
2358,HFCK.NR,,,,Kenya
2359,HIPO.ZI,,,,South Africa
2360,HLMJ.J,,,,South Africa
2361,HUGJ.J,,,,South Africa
2362,NPKZ.ZI,,,,South Africa
2363,HYPJ.J,14.4785,2000-12-31T00:00:00Z,5055408078,South Africa
2364,HYPJ.J,5.5078,2000-12-31T00:00:00Z,5055408248,
2365,HYPJ.J,4.46,2000-12-31T00:00:00Z,5000854298,
2366,HYPJ.J,4.06,2000-12-31T00:00:00Z,4297902883,
2367,HYPJ.J,1.0299,2000-12-31T00:00:00Z,5043342350,
2368,HYPJ.J,1.0001,2000-12-31T00:00:00Z,5001446537,
2369,HYPJ.J,1.0,2000-12-31T00:00:00Z,,
2370,HYPJ.J,0.0,1999-07-31T00:00:00Z,4295889079,
2371,HYPJ.J,0.0,2000-12-31T00:00:00Z,5000854792,
2372,HYPJ.J,0.0,2000-09-30T00:00:00Z,48471689220,
2373,HYPJ.J,,,,
2374,HYPJ.J,,,,
2375,HYPJ.J,49.6248,1999-08-31T00:00:00Z,5000854298,
2376,HYPJ.J,5.3984,1999-08-31T00:00:00Z,4297902883,
2377,HYPJ.J,4.9282,1999-08-31T00:00:00Z,48471689220,
2378,HYPJ.J,0.1614,1999-12-31T00:00:00Z,,
2379,HYPJ.J,0.0178,1998-12-31T00:00:00Z,,
2380,HYPJ.J,0.0,1999-07-31T00:00:00Z,4295889079,
2381,HYPJ.J,,,,
2382,HYPJ.J,,,,
2383,HYPJ.J,,,,
2384,HYPJ.J,,,,
2385,HYPJ.J,,,,
2386,HYPJ.J,,,,
2387,HYPJ.J,0.0178,1998-12-31T00:00:00Z,,
2388,HYPJ.J,,,,
2389,HYPJ.J,,,,
2390,HYPJ.J,,,,
2391,HYPJ.J,,,,
2392,HYPJ.J,,,,
2393,HYPJ.J,,,,
2394,HYPJ.J,,,,
2395,HYPJ.J,,,,
2396,HYPJ.J,,,,
2397,HYPJ.J,,,,
2398,HYPJ.J,,,,
2399,IBTC.LG,,,,South Africa
2400,CTUM.NR,0.0,1999-06-30T00:00:00Z,5001449043,Kenya
2401,CTUM.NR,0.0,1999-06-30T00:00:00Z,5001449043,
2402,CTUM.NR,0.0401,1998-12-31T00:00:00Z,5001449043,
2403,IMG.LG,,,,Nigeria
2404,IKEJAHO.LG,,,,Nigeria
2405,IMPJ.J,46.6722,2000-08-31T00:00:00Z,4295888391,South Africa
2406,IMPJ.J,5.317,2000-08-31T00:00:00Z,4297902883,
2407,IMPJ.J,1.5206,2000-08-31T00:00:00Z,5000058287,
2408,IMPJ.J,1.0096,2000-12-31T00:00:00Z,5000051932,
2409,IMPJ.J,0.7889,2000-12-31T00:00:00Z,4297846357,
2410,IMPJ.J,0.5078,2000-12-31T00:00:00Z,,
2411,IMPJ.J,0.1438,2000-12-31T00:00:00Z,4296618041,
2412,IMPJ.J,0.1127,2000-06-30T00:00:00Z,,
2413,IMPJ.J,0.0669,2000-12-31T00:00:00Z,,
2414,IMPJ.J,0.0583,2000-12-31T00:00:00Z,5000036827,
2415,IMPJ.J,0.048,2000-12-31T00:00:00Z,5000036127,
2416,IMPJ.J,0.0363,2000-12-31T00:00:00Z,,
2417,IMPJ.J,0.0321,2000-12-31T00:00:00Z,,
2418,IMPJ.J,0.0173,2000-12-31T00:00:00Z,4298409344,
2419,IMPJ.J,0.0095,2000-09-30T00:00:00Z,5001224522,
2420,IMPJ.J,0.005,2000-12-31T00:00:00Z,4296555936,
2421,IMPJ.J,0.0015,2000-12-31T00:00:00Z,5000313307,
2422,IMPJ.J,0.0015,2000-12-31T00:00:00Z,,
2423,IMPJ.J,0.0008,2000-12-31T00:00:00Z,,
2424,IMPJ.J,0.0,2000-09-01T00:00:00Z,5000854298,
2425,IMPJ.J,0.0,2000-09-01T00:00:00Z,4297636693,
2426,IMPJ.J,0.0,2000-06-30T00:00:00Z,5000034065,
2427,IMPJ.J,0.0,2000-03-31T00:00:00Z,5000025620,
2428,IMPJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
2429,IMPJ.J,0.0,2000-12-31T00:00:00Z,,
2430,IMPJ.J,,,,
2431,IMPJ.J,,,,
2432,IMPJ.J,,,,
2433,IMPJ.J,,,,
2434,IMPJ.J,,,,
2435,IMPJ.J,0.7056,1999-12-31T00:00:00Z,,
2436,IMPJ.J,0.4536,1999-12-31T00:00:00Z,5000051932,
2437,IMPJ.J,0.126,1999-12-31T00:00:00Z,,
2438,IMPJ.J,0.1317,1998-03-31T00:00:00Z,,
2439,IMPJ.J,0.113,1999-12-31T00:00:00Z,,
2440,IMPJ.J,0.0959,1999-12-31T00:00:00Z,4298409344,
2441,IMPJ.J,0.0228,1999-12-31T00:00:00Z,,
2442,IMPJ.J,0.0198,1999-12-31T00:00:00Z,5000025620,
2443,IMPJ.J,0.0182,1999-12-31T00:00:00Z,5000036827,
2444,IMPJ.J,0.0061,1999-12-31T00:00:00Z,,
2445,IMPJ.J,0.003,1999-12-31T00:00:00Z,5000034065,
2446,IMPJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2447,IMPJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
2448,IMPJ.J,,,,
2449,IMPJ.J,,,,
2450,IMPJ.J,,,,
2451,IMPJ.J,,,,
2452,IMPJ.J,,,,
2453,IMPJ.J,,,,
2454,IMPJ.J,,,,
2455,IMPJ.J,,,,
2456,IMPJ.J,,,,
2457,IMPJ.J,,,,
2458,IMPJ.J,,,,
2459,IMPJ.J,,,,
2460,IMPJ.J,,,,
2461,IMPJ.J,,,,
2462,IMPJ.J,,,,
2463,IMPJ.J,,,,
2464,IMPJ.J,,,,
2465,IMPJ.J,0.6127,1997-06-03T00:00:00Z,,
2466,IMPJ.J,0.5338,1998-06-30T00:00:00Z,,
2467,IMPJ.J,0.1317,1998-03-31T00:00:00Z,,
2468,IMPJ.J,0.0666,1998-12-31T00:00:00Z,4298409344,
2469,IMPJ.J,0.0464,1998-12-31T00:00:00Z,,
2470,IMPJ.J,0.0456,1998-12-31T00:00:00Z,,
2471,IMPJ.J,0.0076,1998-12-31T00:00:00Z,5000052202,
2472,IMPJ.J,0.0,1997-12-31T00:00:00Z,5000014523,
2473,IMPJ.J,0.0,1997-12-31T00:00:00Z,,
2474,IMPJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2475,IMPJ.J,,,,
2476,IMPJ.J,,,,
2477,IMPJ.J,,,,
2478,IMPJ.J,,,,
2479,IMPJ.J,,,,
2480,IMPJ.J,,,,
2481,IMPJ.J,,,,
2482,IMPJ.J,,,,
2483,IMPJ.J,,,,
2484,IMPJ.J,,,,
2485,IMPJ.J,,,,
2486,IMPJ.J,,,,
2487,IMPJ.J,,,,
2488,IMPJ.J,,,,
2489,IMPJ.J,,,,
2490,IMPJ.J,,,,
2491,IMPJ.J,,,,
2492,IMPJ.J,,,,
2493,IMPJ.J,,,,
2494,IMPJ.J,,,,
2495,FIRSTIN.LG,,,,Nigeria
2496,INLJ.J,21.6797,2000-12-31T00:00:00Z,5000854298,South Africa
2497,INLJ.J,13.5561,2000-12-31T00:00:00Z,4297902883,
2498,INLJ.J,0.4382,1999-06-30T00:00:00Z,,
2499,INLJ.J,0.3673,2000-12-31T00:00:00Z,,
2500,INLJ.J,0.2231,2000-12-31T00:00:00Z,,
2501,INLJ.J,0.1178,2000-12-31T00:00:00Z,5000001140,
2502,INLJ.J,0.0372,2000-12-31T00:00:00Z,4296618041,
2503,INLJ.J,0.0326,2000-12-31T00:00:00Z,5000036827,
2504,INLJ.J,0.0319,2000-12-31T00:00:00Z,,
2505,INLJ.J,0.0233,2000-12-31T00:00:00Z,,
2506,INLJ.J,0.0229,2000-12-31T00:00:00Z,4296555936,
2507,INLJ.J,0.0145,2000-12-31T00:00:00Z,,
2508,INLJ.J,0.0053,2000-12-31T00:00:00Z,5000313307,
2509,INLJ.J,0.0041,2000-12-31T00:00:00Z,4297636693,
2510,INLJ.J,0.0037,2000-12-31T00:00:00Z,4298409344,
2511,INLJ.J,0.0,1999-12-31T00:00:00Z,5000034065,
2512,INLJ.J,0.0,2000-06-30T00:00:00Z,5000064072,
2513,INLJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
2514,INLJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
2515,INLJ.J,,,,
2516,INLJ.J,,,,
2517,INLJ.J,,,,
2518,INLJ.J,,,,
2519,INLJ.J,,,,
2520,INLJ.J,17.7339,1999-11-30T00:00:00Z,5000854298,
2521,INLJ.J,11.7059,1999-11-30T00:00:00Z,4297902883,
2522,INLJ.J,0.4372,1999-12-31T00:00:00Z,5000064072,
2523,INLJ.J,0.4382,1999-06-30T00:00:00Z,,
2524,INLJ.J,0.1739,1999-12-31T00:00:00Z,5000001140,
2525,INLJ.J,0.0417,1999-12-31T00:00:00Z,,
2526,INLJ.J,0.0414,1998-03-31T00:00:00Z,,
2527,INLJ.J,0.0225,1998-03-02T00:00:00Z,5000128439,
2528,INLJ.J,0.009,1999-12-31T00:00:00Z,,
2529,INLJ.J,0.0057,1999-12-31T00:00:00Z,5000051932,
2530,INLJ.J,0.005,1999-12-31T00:00:00Z,5000036827,
2531,INLJ.J,0.0009,1999-09-30T00:00:00Z,,
2532,INLJ.J,0.0,1999-12-31T00:00:00Z,5000034065,
2533,INLJ.J,0.0,1998-09-30T00:00:00Z,4298409344,
2534,INLJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
2535,INLJ.J,,,,
2536,INLJ.J,,,,
2537,INLJ.J,,,,
2538,INLJ.J,,,,
2539,INLJ.J,,,,
2540,INLJ.J,,,,
2541,INLJ.J,,,,
2542,INLJ.J,,,,
2543,INLJ.J,,,,
2544,INLJ.J,14.088,1998-03-02T00:00:00Z,5000854298,
2545,INLJ.J,12.7898,1998-03-02T00:00:00Z,4297902883,
2546,INLJ.J,0.411,1998-06-30T00:00:00Z,,
2547,INLJ.J,0.1874,1998-12-31T00:00:00Z,5000051932,
2548,INLJ.J,0.0414,1998-03-31T00:00:00Z,,
2549,INLJ.J,0.0225,1998-03-02T00:00:00Z,5000128439,
2550,INLJ.J,0.0041,1998-12-31T00:00:00Z,,
2551,INLJ.J,0.0009,1998-12-31T00:00:00Z,5000052202,
2552,INLJ.J,0.0,1998-09-30T00:00:00Z,4298409344,
2553,INLJ.J,0.0,1998-09-30T00:00:00Z,,
2554,INLJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
2555,INLJ.J,0.0,1997-09-30T00:00:00Z,,
2556,INLJ.J,,,,
2557,INLJ.J,,,,
2558,INLJ.J,,,,
2559,INLJ.J,,,,
2560,INLJ.J,,,,
2561,INLJ.J,,,,
2562,INLJ.J,,,,
2563,INLJ.J,,,,
2564,INLJ.J,,,,
2565,INLJ.J,,,,
2566,INLJ.J,,,,
2567,INLJ.J,,,,
2568,INN.ZI,,,,Zimbabwe
2569,INTBREW.LG,,,,Germany
2570,EUNISELL.LG,,,,Nigeria
2571,ISAJ.J,11.99,2000-05-31T00:00:00Z,5001162362,South Africa
2572,ISAJ.J,,,,
2573,ISAJ.J,,,,
2574,ISBJ.J,,,,South Africa
2575,ITEJ.J,57.8,2000-10-31T00:00:00Z,5035512577,
2576,ITEJ.J,5.23,2000-10-31T00:00:00Z,48471687465,
2577,ITEJ.J,2.88,2000-10-31T00:00:00Z,,
2578,ITEJ.J,1.66,2000-10-31T00:00:00Z,,
2579,ITEJ.J,1.64,2000-10-31T00:00:00Z,5000854298,
2580,ITEJ.J,1.16,2000-10-31T00:00:00Z,34423148527,
2581,ITEJ.J,1.13,2000-10-31T00:00:00Z,,
2582,ITEJ.J,0.0,2000-09-30T00:00:00Z,,
2583,ITEJ.J,,,,
2584,ITEJ.J,57.8,1999-09-30T00:00:00Z,5035512577,
2585,ITEJ.J,5.75,1999-09-30T00:00:00Z,,
2586,ITEJ.J,2.88,1999-09-30T00:00:00Z,,
2587,ITEJ.J,2.29,1999-09-30T00:00:00Z,5000854298,
2588,ITEJ.J,1.4248,1999-09-30T00:00:00Z,,
2589,ITEJ.J,1.16,1999-09-30T00:00:00Z,34423148527,
2590,ITEJ.J,1.1507,1999-09-30T00:00:00Z,48471687465,
2591,ITEJ.J,1.13,1999-09-30T00:00:00Z,,
2592,ITEJ.J,0.0,1998-06-30T00:00:00Z,,
2593,ITEJ.J,0.0,1998-06-30T00:00:00Z,,
2594,ITEJ.J,,,,
2595,ITEJ.J,,,,
2596,ITEJ.J,,,,
2597,ITEJ.J,,,,
2598,ITEJ.J,,,,
2599,ITEJ.J,,,,
2600,ITEJ.J,,,,
2601,ITEJ.J,,,,
2602,IVTJ.J,14.0924,2000-12-31T00:00:00Z,,South Africa
2603,IVTJ.J,10.381,2000-12-31T00:00:00Z,4297902883,
2604,IVTJ.J,8.3967,2000-12-31T00:00:00Z,,
2605,IVTJ.J,5.4293,2000-12-31T00:00:00Z,5000854298,
2606,IVTJ.J,2.992,2000-12-31T00:00:00Z,4298459126,
2607,IVTJ.J,2.1405,2000-12-31T00:00:00Z,4295888644,
2608,IVTJ.J,1.7638,2000-12-31T00:00:00Z,5043454394,
2609,IVTJ.J,1.2675,2000-12-31T00:00:00Z,,
